akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;firstmomentrate;secmomentrate;Adamconst;MSE;R2;TrainSteps;Time_s
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.9;0.999;1.00E-06;0.019947373;0.113427053;732;4.61
relu;(100, 50, 25);0.1;0.001;none;0.01;32;0.9;0.99;1.00E-06;0.01995043;0.113291188;610;4.19
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.9;0.99;1.00E-07;0.019953625;0.113149167;732;5.53
relu;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;32;0.99;0.999;1.00E-08;0.019956455;0.113023395;610;6.57
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;64;0.99;0.9;1.00E-07;0.019959516;0.11288736;549;2.63
relu;(100, 50, 25);0.1;0.01;l2;1.00E-05;64;0.9;0.999;1.00E-08;0.01996529;0.112630698;549;3.71
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;16;0.99;0.9;1.00E-06;0.019966517;0.112576168;732;5.35
relu;(100, 50, 25);0.3;0.001;l2;0.0001;32;0.99;0.999;1.00E-07;0.019974441;0.112223984;610;4.42
relu;(100, 100, 100, 50);0.1;0.001;none;0.0001;64;0.99;0.9;1.00E-06;0.019975848;0.112161457;549;12.57
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.9;0.999;1.00E-08;0.019978482;0.11204441;549;3.79
relu;(100, 100, 100, 50);0.1;0.001;none;1.00E-05;16;0.99;0.999;1.00E-06;0.019984255;0.111787792;732;8.59
relu;(50, 50, 50);0.3;0.01;none;0.01;64;0.9;0.999;1.00E-07;0.019987773;0.111631466;549;2.69
relu;(100, 50, 25);0;0.01;l2;0.01;16;0.9;0.99;1.00E-07;0.019989725;0.111544713;732;3.37
relu;(100, 100, 100, 50);0;0.01;none;0.0001;16;0.99;0.9;1.00E-07;0.019990805;0.111496707;732;4.48
relu;(100, 100, 100, 50);0;0.01;l2;0.01;32;0.8;0.9;1.00E-08;0.019999177;0.111124597;610;4.03
relu;(100, 100, 100, 50);0;0.01;l2;0.01;16;0.8;0.999;1.00E-06;0.019999235;0.111122019;732;4.26
relu;(50, 50, 50);0.1;0.001;none;0.01;16;0.8;0.99;1.00E-07;0.020005823;0.110829202;732;2.98
relu;(50, 50, 50);0.3;0.001;l2;0.0001;32;0.8;0.99;1.00E-07;0.020006562;0.110796347;610;2.82
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;16;0.9;0.99;1.00E-07;0.020007923;0.110735885;732;5.26
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;16;0.99;0.999;1.00E-07;0.020013222;0.110500347;732;4.77
relu;(50, 50, 50);0;0.03;l1;0.0001;32;0.99;0.9;1.00E-06;0.020019999;0.110199156;610;2.19
relu;(100, 50, 25);0.1;0.03;none;1.00E-05;32;0.8;0.999;1.00E-06;0.020026862;0.109894101;610;4.36
relu;(50, 50, 50);0;0.01;l2;0.01;32;0.8;0.9;1.00E-07;0.02002876;0.109809756;610;2.58
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.8;0.9;1.00E-07;0.02002978;0.109764414;549;2.59
relu;(50, 50, 50);0.1;0.01;none;1.00E-05;64;0.8;0.999;1.00E-06;0.020034629;0.109548911;549;2.75
relu;(100, 100, 100, 50);0;0.01;l2;0.0001;16;0.99;0.9;1.00E-08;0.020041065;0.109262845;732;4.28
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;16;0.8;0.999;1.00E-07;0.020041212;0.109256302;732;18.52
relu;(100, 100, 100, 50);0;0.01;none;0.0001;16;0.99;0.9;1.00E-08;0.020047597;0.108972553;732;4.22
relu;(50, 50, 50);0;0.03;none;0.01;64;0.99;0.9;1.00E-08;0.020048556;0.10892992;549;2.01
relu;(100, 50, 25);0.3;0.01;none;0.01;16;0.8;0.999;1.00E-07;0.020051087;0.108817417;732;4.86
relu;(50, 50, 50);0.1;0.001;none;0.0001;64;0.99;0.999;1.00E-08;0.020053458;0.10871204;549;2.72
relu;(50, 50, 50);0.1;0.001;l2;0.01;16;0.9;0.99;1.00E-07;0.020053587;0.108706327;732;3.27
relu;(50, 50, 50);0.3;0.01;l1;1.00E-05;16;0.8;0.999;1.00E-08;0.020057461;0.108534119;732;3.34
relu;(100, 100, 100, 50);0.1;0.03;l1;1.00E-05;32;0.8;0.999;1.00E-06;0.02005818;0.108502185;610;16.83
relu;(50, 50, 50);0.3;0.001;none;0.0001;32;0.8;0.99;1.00E-08;0.020060381;0.108404355;610;2.65
relu;(100, 100, 100, 50);0.1;0.01;l1;1.00E-05;64;0.99;0.999;1.00E-08;0.020063163;0.108280703;549;6.93
relu;(100, 50, 25);0.1;0.01;none;0.01;32;0.99;0.999;1.00E-07;0.02006461;0.108216376;610;4.15
relu;(50, 50, 50);0;0.01;l2;0.01;32;0.9;0.99;1.00E-08;0.020064807;0.108207616;610;2.76
relu;(50, 50, 50);0.3;0.01;l2;1.00E-05;16;0.9;0.99;1.00E-07;0.020065661;0.108169678;732;3.17
relu;(50, 50, 50);0.1;0.001;l2;0.0001;64;0.99;0.999;1.00E-06;0.020066861;0.108116333;549;2.76
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;0.99;0.999;1.00E-06;0.02007145;0.10791239;610;3.9
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.9;0.9;1.00E-08;0.020072202;0.10787897;549;2.85
relu;(100, 50, 25);0.1;0.001;l1;0.0001;32;0.8;0.99;1.00E-06;0.020072947;0.107845825;610;4.29
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;32;0.99;0.9;1.00E-08;0.02007549;0.107732808;610;4.61
relu;(50, 50, 50);0.3;0.01;none;1.00E-05;16;0.9;0.99;1.00E-07;0.020081416;0.107469417;732;3.82
relu;(100, 50, 25);0.1;0.001;l2;0.01;32;0.8;0.999;1.00E-08;0.020083327;0.107384476;610;4.71
relu;(100, 50, 25);0.1;0.001;l2;0.0001;64;0.8;0.9;1.00E-06;0.020084021;0.107353637;549;3.87
relu;(50, 50, 50);0.1;0.001;none;1.00E-05;64;0.99;0.99;1.00E-06;0.020085271;0.107298088;549;2.68
relu;(50, 50, 50);0.3;0.01;none;0.01;64;0.9;0.999;1.00E-06;0.020086774;0.10723131;549;2.63
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;64;0.9;0.999;1.00E-08;0.020090422;0.107069163;549;6.25
relu;(100, 50, 25);0.1;0.03;l2;0.0001;16;0.9;0.999;1.00E-07;0.02009268;0.106968793;732;4.99
relu;(50, 50, 50);0.3;0.01;none;0.0001;32;0.8;0.999;1.00E-06;0.020093306;0.106940967;610;3.11
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;64;0.99;0.99;1.00E-07;0.020094749;0.106876851;549;3.86
relu;(100, 50, 25);0.3;0.001;none;1.00E-05;64;0.8;0.9;1.00E-06;0.020097031;0.106775401;549;4.6
relu;(100, 50, 25);0.1;0.001;l2;0.0001;64;0.9;0.99;1.00E-07;0.020097428;0.106757775;549;3.71
relu;(50, 50, 50);0.3;0.001;l2;0.0001;16;0.9;0.999;1.00E-08;0.020097668;0.106747118;732;3.11
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.9;0.9;1.00E-08;0.020098027;0.106731165;732;4.55
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;32;0.99;0.9;1.00E-08;0.020102185;0.106546318;610;4.17
relu;(100, 50, 25);0.1;0.001;l1;0.0001;64;0.99;0.999;1.00E-08;0.020103067;0.106507152;549;4.05
relu;(100, 100, 100, 50);0.1;0.03;l2;1.00E-05;64;0.9;0.99;1.00E-07;0.020103631;0.106482085;549;8.88
relu;(50, 50, 50);0.3;0.001;none;1.00E-05;32;0.9;0.999;1.00E-08;0.020105319;0.106407068;610;2.61
relu;(50, 50, 50);0.1;0.001;none;0.0001;16;0.8;0.9;1.00E-07;0.020107141;0.106326066;732;2.92
relu;(100, 50, 25);0.1;0.01;l1;0.0001;64;0.99;0.999;1.00E-07;0.020107375;0.10631567;549;4.03
relu;(100, 50, 25);0;0.03;l2;0.01;64;0.99;0.9;1.00E-06;0.02010891;0.106247427;549;2.84
relu;(50, 50, 50);0.1;0.001;l2;0.01;32;0.9;0.9;1.00E-08;0.020109837;0.106206222;610;2.77
relu;(50, 50, 50);0;0.03;l2;0.01;32;0.99;0.99;1.00E-07;0.020113499;0.10604349;610;1.96
relu;(100, 50, 25);0.3;0.01;none;1.00E-05;16;0.9;0.99;1.00E-07;0.020116832;0.105895338;732;5.11
relu;(50, 50, 50);0;0.01;l2;0.01;64;0.8;0.9;1.00E-06;0.020117411;0.105869622;549;3.15
relu;(50, 50, 50);0.1;0.03;l1;1.00E-05;64;0.99;0.99;1.00E-06;0.020117928;0.105846635;549;2.82
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.9;0.9;1.00E-07;0.020120163;0.105747308;549;3.72
relu;(50, 50, 50);0.3;0.01;l2;1.00E-05;16;0.9;0.999;1.00E-06;0.020121547;0.105685781;732;3.42
relu;(100, 100, 100, 50);0.1;0.001;none;0.01;64;0.99;0.99;1.00E-07;0.020122652;0.10563666;549;12.9
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;32;0.99;0.99;1.00E-07;0.020123362;0.10560511;610;6.72
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;32;0.9;0.999;1.00E-08;0.020126769;0.105453694;610;2.74
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;16;0.99;0.99;1.00E-06;0.020127482;0.105421985;732;3.06
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;64;0.99;0.99;1.00E-06;0.02012796;0.105400768;549;2.77
relu;(50, 50, 50);0.1;0.001;none;1.00E-05;64;0.8;0.9;1.00E-06;0.020135643;0.105059267;549;3.41
relu;(100, 50, 25);0.1;0.001;l2;0.01;32;0.9;0.999;1.00E-06;0.020141351;0.104805587;610;5.3
relu;(100, 50, 25);0;0.01;l2;0.01;64;0.9;0.9;1.00E-06;0.020143484;0.104710796;549;2.89
relu;(50, 50, 50);0.1;0.001;l1;1.00E-05;64;0.8;0.99;1.00E-07;0.020143696;0.104701341;549;2.86
relu;(50, 50, 50);0.1;0.001;l1;1.00E-05;32;0.99;0.9;1.00E-06;0.020144296;0.104674671;610;2.72
relu;(50, 50, 50);0.3;0.01;none;0.0001;32;0.8;0.9;1.00E-08;0.020147769;0.104520313;610;2.79
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.8;0.999;1.00E-08;0.020147906;0.10451423;549;3.76
relu;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;32;0.9;0.99;1.00E-08;0.020148652;0.104481068;610;15.9
relu;(100, 50, 25);0.1;0.001;none;0.01;32;0.8;0.99;1.00E-08;0.020150453;0.10440102;610;4.11
relu;(100, 50, 25);0.3;0.001;none;1.00E-05;64;0.8;0.999;1.00E-06;0.020152457;0.10431198;549;4.63
relu;(100, 50, 25);0;0.001;none;0.0001;16;0.99;0.9;1.00E-07;0.02015554;0.104174952;732;3.76
relu;(100, 100, 100, 50);0.1;0.001;l2;0.0001;16;0.9;0.99;1.00E-06;0.020158475;0.104044515;732;19.27
relu;(100, 50, 25);0.1;0.01;l1;0.0001;64;0.9;0.99;1.00E-06;0.020159874;0.103982297;549;3.92
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.9;0.99;1.00E-06;0.020160753;0.103943245;549;2.71
relu;(100, 50, 25);0.1;0.001;l2;0.01;32;0.9;0.9;1.00E-06;0.02016119;0.103923846;610;4.27
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.8;0.999;1.00E-06;0.020164042;0.103797083;549;2.81
relu;(100, 50, 25);0.1;0.001;none;0.0001;64;0.99;0.99;1.00E-08;0.020165248;0.103743461;549;3.7
relu;(100, 50, 25);0;0.001;l2;0.01;16;0.99;0.99;1.00E-07;0.020166733;0.103677472;732;3.41
relu;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;16;0.8;0.999;1.00E-08;0.020167377;0.103648846;732;10.95
relu;(50, 50, 50);0.1;0.001;l1;0.0001;16;0.99;0.999;1.00E-07;0.020168359;0.103605197;732;3.15
relu;(100, 100, 100, 50);0;0.001;l2;0.01;64;0.9;0.9;1.00E-08;0.020169483;0.103555251;549;4.06
relu;(100, 50, 25);0;0.01;none;0.01;16;0.99;0.9;1.00E-08;0.020171104;0.103483181;732;3.61
relu;(100, 50, 25);0;0.01;l2;0.01;32;0.8;0.99;1.00E-07;0.020171388;0.10347059;610;2.97
relu;(50, 50, 50);0.1;0.03;none;0.0001;64;0.8;0.999;1.00E-06;0.020173394;0.103381412;549;2.58
relu;(50, 50, 50);0;0.001;l2;0.0001;64;0.99;0.9;1.00E-06;0.020176155;0.103258686;549;2.88
relu;(50, 50, 50);0.3;0.01;l2;1.00E-05;16;0.8;0.999;1.00E-06;0.020179808;0.103096328;732;3.2
relu;(50, 50, 50);0;0.01;l2;0.01;16;0.8;0.9;1.00E-06;0.020184183;0.10290191;732;3.48
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.8;0.9;1.00E-08;0.020185496;0.102843534;732;4.29
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;32;0.9;0.999;1.00E-06;0.020186363;0.102805008;610;2.73
relu;(50, 50, 50);0.1;0.001;l2;0.01;16;0.9;0.99;1.00E-08;0.020190576;0.102617761;732;2.98
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;32;0.8;0.9;1.00E-07;0.020194041;0.10246375;610;9.76
relu;(50, 50, 50);0.1;0.03;l1;0.0001;64;0.8;0.999;1.00E-07;0.02019724;0.102321581;549;2.79
relu;(100, 100, 100, 50);0;0.001;l2;0.01;64;0.8;0.9;1.00E-06;0.020198242;0.102277027;549;3.87
relu;(100, 50, 25);0.3;0.001;none;1.00E-05;16;0.8;0.9;1.00E-07;0.020198362;0.102271682;732;5.05
relu;(50, 50, 50);0.3;0.01;none;0.01;16;0.8;0.999;1.00E-07;0.020199413;0.102224963;732;3.15
relu;(100, 50, 25);0;0.01;l2;0.01;32;0.8;0.999;1.00E-08;0.020208326;0.101828843;610;2.96
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;32;0.9;0.999;1.00E-07;0.020210372;0.101737887;610;4.37
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;64;0.8;0.99;1.00E-07;0.020213897;0.101581249;549;3.8
relu;(100, 50, 25);0.1;0.001;none;0.0001;16;0.9;0.9;1.00E-07;0.020215227;0.101522101;732;5.05
relu;(50, 50, 50);0.1;0.001;l1;1.00E-05;16;0.99;0.99;1.00E-07;0.02021907;0.101351317;732;3.13
relu;(100, 100, 100, 50);0.1;0.001;l1;0.0001;32;0.8;0.99;1.00E-08;0.02022312;0.10117131;610;10.82
relu;(50, 50, 50);0.3;0.01;l1;1.00E-05;32;0.9;0.999;1.00E-07;0.020225594;0.101061344;610;3.05
relu;(100, 50, 25);0.3;0.03;none;0.01;32;0.8;0.999;1.00E-07;0.02022646;0.101022862;610;4.24
relu;(50, 50, 50);0;0.01;l2;0.01;64;0.8;0.999;1.00E-06;0.020226583;0.101017395;549;2.74
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.99;0.999;1.00E-07;0.020226823;0.101006716;549;3.97
relu;(50, 50, 50);0.1;0.001;none;0.0001;32;0.99;0.99;1.00E-07;0.02022825;0.100943287;610;2.74
relu;(100, 50, 25);0.3;0.001;l1;0.0001;32;0.9;0.9;1.00E-07;0.020230459;0.100845128;610;4.4
relu;(50, 50, 50);0.1;0.03;none;1.00E-05;64;0.8;0.999;1.00E-08;0.020233648;0.100703369;549;2.54
relu;(100, 50, 25);0.3;0.01;none;1.00E-05;64;0.9;0.99;1.00E-07;0.020233742;0.10069922;549;3.82
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;64;0.9;0.9;1.00E-07;0.020234762;0.100653877;549;4.8
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;64;0.99;0.999;1.00E-07;0.02023623;0.100588638;549;6.58
relu;(100, 50, 25);0.3;0.001;none;1.00E-05;64;0.8;0.999;1.00E-07;0.020242859;0.100293985;549;4.76
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.9;0.999;1.00E-06;0.020243328;0.100273154;549;2.65
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;64;0.99;0.999;1.00E-07;0.020243644;0.100259097;549;3.76
relu;(100, 50, 25);0;0.01;l2;0.0001;32;0.99;0.9;1.00E-06;0.020245126;0.10019325;610;2.91
relu;(50, 50, 50);0;0.01;l2;0.01;16;0.9;0.9;1.00E-08;0.02024943;0.100001963;732;4.03
relu;(100, 50, 25);0;0.01;l2;0.01;64;0.8;0.99;1.00E-07;0.020250329;0.099961973;549;2.82
relu;(50, 50, 50);0.3;0.01;l1;0.0001;16;0.9;0.999;1.00E-08;0.02025052;0.099953514;732;3.32
relu;(50, 50, 50);0.1;0.001;l2;0.01;32;0.8;0.999;1.00E-06;0.020251038;0.099930469;610;2.64
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;16;0.9;0.999;1.00E-08;0.020257675;0.099635496;732;5.3
relu;(100, 50, 25);0.1;0.001;l2;0.01;16;0.9;0.999;1.00E-07;0.020259006;0.099576334;732;5.89
relu;(100, 100, 100, 50);0.1;0.001;none;0.0001;16;0.8;0.99;1.00E-06;0.020260066;0.099529236;732;12.53
relu;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;32;0.99;0.99;1.00E-06;0.020262981;0.099399676;610;6.22
relu;(100, 50, 25);0.1;0.001;l2;0.01;16;0.99;0.999;1.00E-07;0.020263715;0.099367045;732;5.22
relu;(100, 100, 100, 50);0.1;0.001;none;0.01;16;0.9;0.999;1.00E-06;0.020267597;0.099194503;732;14.77
relu;(50, 50, 50);0.1;0.001;none;0.01;16;0.8;0.999;1.00E-08;0.020268996;0.099132321;732;2.87
relu;(100, 50, 25);0.1;0.03;l2;1.00E-05;16;0.9;0.999;1.00E-08;0.020269957;0.099089601;732;4.95
relu;(100, 50, 25);0.1;0.01;l1;0.0001;16;0.99;0.999;1.00E-08;0.020272677;0.098968716;732;5.13
relu;(50, 50, 50);0.1;0.001;none;0.01;32;0.99;0.9;1.00E-06;0.020274524;0.098886645;610;2.59
relu;(100, 100, 100, 50);0.1;0.01;none;1.00E-05;16;0.99;0.999;1.00E-07;0.020277666;0.098746994;732;7.22
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;32;0.99;0.99;1.00E-07;0.020279088;0.098683765;610;10.94
relu;(50, 50, 50);0;0.01;none;0.01;32;0.99;0.9;1.00E-08;0.020280032;0.098641818;610;2.89
relu;(100, 50, 25);0;0.03;l2;0.01;32;0.99;0.9;1.00E-08;0.020283895;0.098470129;610;2.87
relu;(100, 50, 25);0.1;0.001;l2;0.0001;64;0.9;0.99;1.00E-08;0.02029809;0.09783924;549;3.74
relu;(50, 50, 50);0.1;0.001;l2;0.0001;16;0.99;0.9;1.00E-06;0.020301721;0.09767782;732;3.18
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;64;0.99;0.999;1.00E-08;0.020304537;0.097552696;549;3.85
relu;(100, 100, 100, 50);0;0.03;none;0.0001;64;0.99;0.99;1.00E-06;0.020305825;0.097495446;549;10.34
relu;(100, 50, 25);0.1;0.001;l2;0.01;32;0.8;0.9;1.00E-08;0.020306217;0.097478018;610;4.18
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;0.8;0.999;1.00E-06;0.020306628;0.097459753;732;17.31
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;16;0.99;0.999;1.00E-07;0.020307819;0.097406832;732;10.89
relu;(100, 50, 25);0.1;0.03;l2;0.0001;32;0.99;0.999;1.00E-06;0.020309542;0.097330228;610;4.21
relu;(100, 100, 100, 50);0.1;0.001;none;1.00E-05;64;0.99;0.9;1.00E-06;0.020314256;0.097120704;549;11.1
relu;(50, 50, 50);0.3;0.01;none;0.01;64;0.8;0.99;1.00E-07;0.020314573;0.097106639;549;3.32
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;64;0.99;0.999;1.00E-08;0.020315415;0.097069205;549;5.86
relu;(50, 50, 50);0.1;0.001;l2;0.01;16;0.9;0.999;1.00E-06;0.020317481;0.096977365;732;3.03
relu;(50, 50, 50);0.1;0.001;l2;0.01;32;0.99;0.99;1.00E-08;0.020319058;0.09690728;610;2.91
relu;(100, 100, 100, 50);0.1;0.001;l2;0.0001;16;0.99;0.99;1.00E-07;0.020321004;0.096820799;732;18.27
relu;(100, 50, 25);0.3;0.01;none;0.0001;16;0.9;0.999;1.00E-06;0.020321826;0.096784242;732;5.12
relu;(100, 100, 100, 50);0;0.001;l2;0.01;64;0.99;0.99;1.00E-06;0.020322099;0.096772126;549;3.96
relu;(50, 50, 50);0.3;0.01;none;1.00E-05;16;0.9;0.999;1.00E-07;0.020324836;0.096650503;732;3.36
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;16;0.99;0.999;1.00E-06;0.02032491;0.096647214;732;11.51
relu;(100, 50, 25);0;0.01;l2;0.01;16;0.8;0.9;1.00E-06;0.02032593;0.096601875;732;3.48
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;16;0.99;0.9;1.00E-06;0.020326206;0.09658959;732;5.12
relu;(50, 50, 50);0;0.03;l1;1.00E-05;64;0.99;0.9;1.00E-06;0.020327395;0.096536747;549;2.06
relu;(100, 50, 25);0;0.01;l2;1.00E-05;16;0.99;0.9;1.00E-06;0.020329064;0.096462582;732;3.45
relu;(100, 50, 25);0.1;0.01;none;0.0001;16;0.9;0.999;1.00E-08;0.020330728;0.09638862;732;4.9
relu;(100, 50, 25);0.3;0.01;none;0.0001;64;0.9;0.99;1.00E-06;0.020334677;0.096213073;549;4.03
relu;(50, 50, 50);0.3;0.01;none;0.01;64;0.99;0.99;1.00E-08;0.020336818;0.096117942;549;2.71
relu;(100, 50, 25);0;0.001;l2;0.01;32;0.99;0.9;1.00E-07;0.020337121;0.096104476;610;3.03
relu;(50, 50, 50);0.1;0.001;l1;1.00E-05;32;0.9;0.99;1.00E-08;0.020337191;0.096101336;610;2.93
relu;(100, 50, 25);0.1;0.01;l2;1.00E-05;64;0.99;0.9;1.00E-08;0.020337227;0.096099741;549;3.95
relu;(100, 100, 100, 50);0.1;0.03;none;0.01;16;0.8;0.9;1.00E-07;0.020340431;0.095957368;732;12.44
relu;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;16;0.99;0.99;1.00E-06;0.020341676;0.095902002;732;7.38
relu;(100, 50, 25);0.1;0.001;l2;0.01;16;0.9;0.999;1.00E-06;0.020342292;0.095874627;732;6.12
relu;(100, 50, 25);0.3;0.01;none;1.00E-05;32;0.8;0.999;1.00E-06;0.020342907;0.095847311;610;4.76
relu;(100, 50, 25);0.1;0.03;none;0.01;64;0.8;0.999;1.00E-06;0.020343555;0.0958185;549;3.8
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;64;0.99;0.9;1.00E-06;0.020345385;0.095737185;549;3.91
relu;(50, 50, 50);0;0.01;l2;0.01;64;0.9;0.9;1.00E-08;0.020345728;0.095721911;549;2.53
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;0.9;0.99;1.00E-07;0.020352147;0.095436619;610;4.04
relu;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;16;0.9;0.99;1.00E-06;0.020352159;0.095436104;732;10.5
relu;(100, 100, 100, 50);0.1;0.03;l2;1.00E-05;32;0.9;0.9;1.00E-06;0.020352233;0.095432786;610;8.72
relu;(100, 50, 25);0.3;0.001;l1;0.0001;64;0.9;0.9;1.00E-07;0.020353042;0.095396841;549;3.9
relu;(50, 50, 50);0.3;0.01;none;0.01;64;0.9;0.999;1.00E-08;0.020353089;0.09539475;549;2.75
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.99;0.999;1.00E-08;0.020356865;0.095226931;732;4.36
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.9;0.9;1.00E-08;0.020357233;0.095210562;549;3.8
relu;(100, 50, 25);0.3;0.03;none;1.00E-05;32;0.8;0.99;1.00E-06;0.020358749;0.095143201;610;4.12
relu;(50, 50, 50);0;0.001;l2;0.01;16;0.99;0.999;1.00E-08;0.020358845;0.095138913;732;3.32
relu;(100, 50, 25);0.1;0.001;l2;0.01;16;0.8;0.999;1.00E-06;0.020360215;0.095078032;732;4.97
relu;(100, 50, 25);0.3;0.001;none;0.0001;32;0.8;0.9;1.00E-08;0.020362113;0.094993697;610;4.24
relu;(50, 50, 50);0.1;0.03;none;1.00E-05;64;0.9;0.99;1.00E-07;0.02037305;0.09450757;549;2.65
relu;(100, 100, 100, 50);0.1;0.03;none;0.01;32;0.8;0.9;1.00E-07;0.020373274;0.09449764;610;9.27
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;0.99;0.9;1.00E-08;0.020376964;0.094333629;610;3.96
relu;(100, 50, 25);0;0.001;l2;0.01;32;0.99;0.9;1.00E-08;0.020380672;0.094168799;610;2.91
relu;(100, 50, 25);0.3;0.001;l2;0.0001;64;0.8;0.99;1.00E-07;0.020381704;0.094122944;549;3.87
relu;(50, 50, 50);0.3;0.001;l1;1.00E-05;32;0.9;0.9;1.00E-07;0.020382329;0.094095188;610;5.02
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.8;0.99;1.00E-08;0.020382889;0.094070292;732;4.6
relu;(100, 50, 25);0.1;0.01;none;0.01;32;0.99;0.999;1.00E-08;0.020385082;0.093972808;610;4.3
relu;(100, 100, 100, 50);0.1;0.03;l2;0.0001;64;0.9;0.999;1.00E-08;0.020386847;0.093894359;549;16.99
relu;(100, 50, 25);0;0.001;l2;0.01;32;0.99;0.99;1.00E-08;0.020388545;0.093818879;610;2.91
relu;(100, 50, 25);0.3;0.01;none;1.00E-05;64;0.8;0.999;1.00E-08;0.020388779;0.093808501;549;3.98
relu;(100, 50, 25);0;0.03;l2;0.01;32;0.8;0.99;1.00E-07;0.020391571;0.093684416;610;3
relu;(100, 50, 25);0;0.03;l2;0.01;32;0.8;0.999;1.00E-06;0.020393142;0.093614601;610;3.12
relu;(100, 100, 100, 50);0.1;0.03;l2;1.00E-05;16;0.9;0.99;1.00E-06;0.020393798;0.093585426;732;9.6
relu;(100, 100, 100, 50);0.1;0.03;l1;0.0001;16;0.9;0.999;1.00E-06;0.020393866;0.093582407;732;19.86
relu;(50, 50, 50);0.1;0.001;l1;1.00E-05;16;0.99;0.99;1.00E-06;0.020403452;0.093156337;732;3.34
relu;(100, 100, 100, 50);0.1;0.001;none;0.01;64;0.9;0.99;1.00E-06;0.020406091;0.093039044;549;12.49
relu;(100, 100, 100, 50);0.1;0.03;l2;1.00E-05;16;0.9;0.9;1.00E-07;0.020408484;0.092932715;732;9.6
relu;(50, 50, 50);0.3;0.01;none;0.0001;32;0.9;0.9;1.00E-06;0.020409204;0.092900693;610;2.66
relu;(50, 50, 50);0;0.03;l1;1.00E-05;32;0.99;0.99;1.00E-08;0.020410536;0.092841474;610;2.76
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;32;0.9;0.99;1.00E-06;0.020410752;0.092831914;610;4.27
relu;(50, 50, 50);0.1;0.001;l2;0.01;16;0.8;0.999;1.00E-06;0.020412745;0.092743328;732;3.17
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.8;0.99;1.00E-08;0.020413491;0.092710163;549;2.57
relu;(100, 50, 25);0;0.001;l2;0.01;64;0.99;0.999;1.00E-07;0.020414696;0.092656588;549;3.34
relu;(100, 50, 25);0;0.001;l2;0.01;64;0.99;0.9;1.00E-07;0.020416545;0.092574428;549;2.92
