akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;firstmomentrate;secmomentrate;Adamconst;MSE;R2;TrainSteps;Time_s
relu;(100, 50, 25);0;0.01;none;1.00E-05;16;0.8;0.999;1.00E-07;0.016173637;0.281153003;732;3.46
relu;(100, 50, 25);0;0.01;none;0.0001;16;0.8;0.99;1.00E-06;0.016173862;0.281143005;732;3.33
relu;(50, 50, 50);0;0.03;l2;1.00E-05;64;0.8;0.999;1.00E-06;0.016174465;0.281116211;549;1.97
relu;(100, 100, 100, 50);0.1;0.001;none;1.00E-05;64;0.8;0.999;1.00E-08;0.0161746;0.281110229;549;8.36
relu;(50, 50, 50);0.3;0.01;l2;0.0001;32;0.8;0.9;1.00E-07;0.016174632;0.281108789;610;2.74
relu;(100, 100, 100, 50);0;0.01;none;0.0001;16;0.99;0.999;1.00E-06;0.016174647;0.281108118;732;4.23
relu;(100, 50, 25);0;0.001;none;0.01;32;0.99;0.999;1.00E-06;0.016174729;0.281104488;610;2.97
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;64;0.99;0.999;1.00E-06;0.016174795;0.281101536;549;2.6
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;64;0.8;0.9;1.00E-07;0.016175046;0.281090386;549;4.1
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;64;0.99;0.99;1.00E-07;0.01617524;0.281081759;549;2.77
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;32;0.8;0.9;1.00E-06;0.016175403;0.281074523;610;2.78
relu;(100, 100, 100, 50);0;0.03;none;0.0001;32;0.99;0.999;1.00E-06;0.016175517;0.281069451;610;10.5
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;64;0.9;0.999;1.00E-08;0.016175687;0.281061917;549;4.06
relu;(100, 50, 25);0;0.03;l1;0.0001;32;0.99;0.999;1.00E-08;0.01617599;0.281048433;610;3.07
relu;(50, 50, 50);0;0.03;none;0.0001;64;0.8;0.999;1.00E-08;0.0161765;0.281025746;549;1.9
relu;(50, 50, 50);0;0.03;l1;0.0001;32;0.99;0.999;1.00E-06;0.01617709;0.280999532;610;2.05
relu;(100, 50, 25);0.1;0.01;none;0.0001;16;0.9;0.99;1.00E-06;0.016177293;0.28099053;732;4.83
relu;(100, 50, 25);0;0.03;l1;0.0001;16;0.8;0.99;1.00E-06;0.016177933;0.280962089;732;3.76
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;32;0.8;0.9;1.00E-06;0.016178173;0.280951416;610;4
relu;(100, 50, 25);0;0.03;none;1.00E-05;32;0.9;0.999;1.00E-07;0.016178353;0.2809434;610;3.04
relu;(100, 50, 25);0.1;0.01;none;0.0001;64;0.9;0.999;1.00E-07;0.016178695;0.280928206;549;4.02
relu;(100, 50, 25);0.1;0.01;none;0.0001;16;0.8;0.999;1.00E-06;0.016178833;0.280922068;732;5.12
relu;(100, 100, 100, 50);0;0.001;l1;1.00E-05;32;0.9;0.999;1.00E-07;0.016178926;0.280917931;610;4.27
relu;(50, 50, 50);0;0.01;l2;1.00E-05;32;0.9;0.99;1.00E-08;0.016179001;0.280914616;610;2.72
relu;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;16;0.99;0.999;1.00E-07;0.016179274;0.280902463;732;10.9
relu;(100, 100, 100, 50);0;0.01;none;0.01;64;0.99;0.999;1.00E-08;0.016179388;0.280897395;549;3.95
relu;(50, 50, 50);0.1;0.03;l2;0.0001;64;0.8;0.99;1.00E-07;0.016179469;0.2808938;549;2.72
relu;(100, 50, 25);0;0.03;none;0.01;32;0.8;0.999;1.00E-06;0.016179694;0.280883811;610;2.96
relu;(50, 50, 50);0;0.03;none;0.01;32;0.8;0.99;1.00E-06;0.016179719;0.280882705;610;1.86
relu;(100, 100, 100, 50);0;0.01;l1;0.0001;16;0.9;0.99;1.00E-08;0.016180035;0.280868644;732;4.78
relu;(50, 50, 50);0.1;0.01;none;0.01;32;0.8;0.999;1.00E-08;0.016180384;0.280853117;610;2.71
relu;(100, 100, 100, 50);0;0.03;l2;0.0001;16;0.9;0.9;1.00E-08;0.016180902;0.280830113;732;10.04
relu;(100, 50, 25);0.1;0.03;none;1.00E-05;64;0.8;0.999;1.00E-08;0.016181039;0.280824001;549;3.82
relu;(100, 50, 25);0.1;0.03;none;0.01;16;0.8;0.99;1.00E-06;0.016181088;0.280821857;732;4.79
relu;(100, 50, 25);0;0.001;none;0.0001;16;0.9;0.999;1.00E-08;0.01618135;0.280810188;732;3.69
relu;(50, 50, 50);0;0.001;none;0.01;16;0.9;0.999;1.00E-06;0.016181615;0.280798415;732;3.43
relu;(50, 50, 50);0.1;0.01;l2;0.0001;64;0.99;0.999;1.00E-06;0.016181998;0.28078138;549;3.24
relu;(100, 100, 100, 50);0;0.01;none;0.0001;64;0.9;0.999;1.00E-07;0.016182084;0.280777572;549;3.97
relu;(100, 50, 25);0;0.001;none;0.01;32;0.9;0.9;1.00E-06;0.016182092;0.280777223;610;3.1
relu;(100, 50, 25);0;0.001;l2;0.0001;64;0.8;0.999;1.00E-06;0.01618213;0.280775535;549;3.01
relu;(100, 50, 25);0;0.001;l2;1.00E-05;16;0.8;0.999;1.00E-07;0.016182535;0.280757551;732;3.48
relu;(100, 100, 100, 50);0;0.001;none;1.00E-05;64;0.8;0.999;1.00E-06;0.016182585;0.280755298;549;3.94
relu;(100, 50, 25);0;0.03;l1;0.0001;64;0.99;0.99;1.00E-06;0.016182764;0.280747362;549;3.07
relu;(100, 100, 100, 50);0;0.01;none;0.01;32;0.9;0.999;1.00E-08;0.016183016;0.280736149;610;3.83
relu;(50, 50, 50);0;0.01;none;1.00E-05;32;0.99;0.999;1.00E-06;0.016183462;0.280716348;610;3.69
relu;(50, 50, 50);0.1;0.01;none;0.01;32;0.8;0.999;1.00E-06;0.016183477;0.280715683;610;2.73
relu;(50, 50, 50);0;0.001;none;1.00E-05;32;0.8;0.9;1.00E-08;0.016183504;0.28071446;610;3.32
relu;(50, 50, 50);0;0.01;none;0.01;32;0.9;0.99;1.00E-07;0.016183565;0.280711756;610;3.03
relu;(100, 50, 25);0;0.03;none;0.01;64;0.9;0.9;1.00E-08;0.016183813;0.280700717;549;2.87
relu;(50, 50, 50);0;0.001;none;0.01;32;0.9;0.9;1.00E-07;0.016183856;0.280698831;610;3.3
relu;(50, 50, 50);0;0.01;none;0.0001;64;0.99;0.99;1.00E-08;0.016183954;0.280694467;549;3.11
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;16;0.9;0.99;1.00E-07;0.016184498;0.280670282;732;4.83
relu;(100, 100, 100, 50);0;0.01;none;0.01;32;0.8;0.999;1.00E-07;0.016184665;0.280662874;610;3.72
relu;(100, 100, 100, 50);0;0.03;l2;0.0001;16;0.9;0.99;1.00E-08;0.016185362;0.280631868;732;10.02
relu;(100, 50, 25);0.1;0.01;l2;0.0001;32;0.8;0.99;1.00E-07;0.016185404;0.28063001;610;4.36
relu;(100, 50, 25);0.1;0.01;none;0.01;16;0.8;0.999;1.00E-06;0.016185474;0.280626887;732;5.01
relu;(50, 50, 50);0;0.001;none;0.0001;16;0.9;0.9;1.00E-06;0.016185757;0.280614336;732;3.83
relu;(100, 50, 25);0.1;0.01;l1;1.00E-05;16;0.8;0.9;1.00E-06;0.016185794;0.280612664;732;5.37
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;64;0.99;0.9;1.00E-06;0.016185881;0.280608819;549;2.64
relu;(50, 50, 50);0;0.01;none;0.0001;16;0.8;0.99;1.00E-08;0.016185948;0.280605836;732;4.19
relu;(100, 100, 100, 50);0;0.001;none;0.01;64;0.99;0.999;1.00E-08;0.016186187;0.280595221;549;4.03
relu;(50, 50, 50);0;0.01;l1;0.0001;32;0.99;0.99;1.00E-06;0.016186287;0.280590755;610;2.97
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;64;0.9;0.999;1.00E-07;0.016186366;0.280587266;549;2.67
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;32;0.8;0.999;1.00E-08;0.016186403;0.280585634;610;4.51
relu;(100, 50, 25);0;0.001;none;1.00E-05;16;0.9;0.99;1.00E-08;0.016186547;0.280579221;732;3.53
relu;(100, 100, 100, 50);0.1;0.01;none;0.01;32;0.9;0.999;1.00E-08;0.016186684;0.280573149;610;6.5
relu;(50, 50, 50);0.1;0.01;none;1.00E-05;16;0.9;0.9;1.00E-08;0.016187083;0.280555397;732;3.21
relu;(50, 50, 50);0.1;0.03;l2;0.0001;16;0.8;0.999;1.00E-07;0.01618758;0.2805333;732;3.15
relu;(100, 50, 25);0;0.03;l2;1.00E-05;64;0.9;0.999;1.00E-07;0.01618767;0.280529311;549;3.06
relu;(50, 50, 50);0;0.001;none;0.01;16;0.99;0.99;1.00E-06;0.01618773;0.280526654;732;3.31
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;32;0.9;0.99;1.00E-06;0.016187877;0.280520113;610;10.85
relu;(50, 50, 50);0;0.03;none;0.0001;32;0.99;0.99;1.00E-08;0.016187889;0.280519593;610;1.94
relu;(50, 50, 50);0;0.03;l2;1.00E-05;16;0.9;0.999;1.00E-08;0.016187933;0.280517628;732;2.35
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;32;0.99;0.99;1.00E-06;0.016187993;0.280514958;610;2.84
relu;(50, 50, 50);0.3;0.01;l2;0.0001;32;0.8;0.99;1.00E-08;0.016188102;0.280510124;610;2.98
relu;(100, 50, 25);0.1;0.03;none;0.0001;16;0.9;0.99;1.00E-06;0.016188138;0.280508506;732;5.05
relu;(100, 50, 25);0.1;0.001;none;0.0001;32;0.8;0.9;1.00E-07;0.016188196;0.28050591;610;4.39
relu;(50, 50, 50);0;0.01;none;1.00E-05;64;0.8;0.99;1.00E-07;0.016188491;0.280492802;549;3.06
relu;(50, 50, 50);0;0.001;l1;1.00E-05;64;0.9;0.99;1.00E-06;0.016188681;0.280484391;549;3.22
relu;(50, 50, 50);0;0.01;none;0.01;64;0.99;0.999;1.00E-08;0.016189743;0.280437158;549;2.77
relu;(50, 50, 50);0;0.001;l2;1.00E-05;16;0.8;0.9;1.00E-06;0.016189789;0.280435121;732;3.85
relu;(100, 50, 25);0;0.001;l2;0.0001;16;0.8;0.999;1.00E-07;0.016189862;0.280431896;732;3.51
relu;(100, 100, 100, 50);0;0.03;l1;0.0001;16;0.99;0.99;1.00E-07;0.016190001;0.280425712;732;10.37
relu;(100, 50, 25);0.1;0.03;l2;0.0001;64;0.8;0.9;1.00E-07;0.016190157;0.280418759;549;4.09
relu;(100, 100, 100, 50);0;0.01;none;0.0001;16;0.8;0.99;1.00E-06;0.016190297;0.280412532;732;4.33
relu;(100, 50, 25);0;0.001;none;1.00E-05;64;0.9;0.99;1.00E-06;0.016190471;0.280404825;549;2.8
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;64;0.8;0.99;1.00E-08;0.01619107;0.280378191;549;2.69
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;16;0.9;0.99;1.00E-08;0.016191163;0.280374036;732;7.44
relu;(100, 50, 25);0.1;0.001;none;0.01;16;0.9;0.99;1.00E-07;0.016191186;0.280373035;732;4.82
relu;(100, 100, 100, 50);0;0.001;l2;1.00E-05;32;0.8;0.99;1.00E-06;0.016191469;0.280360439;610;3.86
relu;(100, 100, 100, 50);0;0.001;none;0.0001;32;0.9;0.99;1.00E-06;0.016191632;0.280353209;610;3.91
relu;(50, 50, 50);0.1;0.01;none;0.01;32;0.8;0.99;1.00E-06;0.016191645;0.280352623;610;2.67
relu;(50, 50, 50);0.1;0.01;l2;0.0001;32;0.99;0.9;1.00E-06;0.01619218;0.280328855;610;2.65
relu;(100, 50, 25);0;0.03;l2;0.0001;32;0.99;0.999;1.00E-07;0.016192185;0.280328652;610;3.02
relu;(50, 50, 50);0;0.01;none;1.00E-05;64;0.9;0.99;1.00E-08;0.016192227;0.280326744;549;3.39
relu;(100, 50, 25);0;0.01;none;1.00E-05;32;0.8;0.999;1.00E-07;0.016192796;0.280301482;610;2.88
relu;(100, 50, 25);0.1;0.03;l2;1.00E-05;64;0.8;0.99;1.00E-07;0.016192897;0.280297002;549;3.72
relu;(100, 100, 100, 50);0;0.001;none;0.0001;32;0.9;0.99;1.00E-08;0.016193164;0.280285135;610;4.16
relu;(100, 50, 25);0;0.03;l2;1.00E-05;32;0.9;0.99;1.00E-07;0.016193365;0.280276203;610;3.07
relu;(50, 50, 50);0.1;0.03;l2;1.00E-05;16;0.9;0.99;1.00E-06;0.016193742;0.280259415;732;3.1
relu;(50, 50, 50);0.1;0.03;l1;1.00E-05;16;0.9;0.999;1.00E-08;0.016193786;0.280257487;732;3.31
relu;(100, 100, 100, 50);0;0.001;none;0.01;16;0.8;0.999;1.00E-06;0.016193796;0.280257029;732;4.4
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;64;0.9;0.9;1.00E-07;0.016194467;0.280227209;549;3.7
relu;(100, 50, 25);0.1;0.03;none;0.0001;16;0.8;0.99;1.00E-07;0.016194794;0.280212657;732;4.92
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;64;0.9;0.99;1.00E-06;0.016194851;0.280210141;549;2.83
relu;(100, 50, 25);0.1;0.001;none;0.01;32;0.8;0.9;1.00E-08;0.016195444;0.280183786;610;4.36
relu;(50, 50, 50);0;0.001;l2;0.0001;64;0.99;0.999;1.00E-07;0.016195449;0.280183576;549;2.84
relu;(50, 50, 50);0;0.03;l2;1.00E-05;64;0.8;0.999;1.00E-08;0.016195567;0.280178334;549;1.92
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;16;0.9;0.999;1.00E-07;0.016195615;0.280176206;732;8.17
relu;(50, 50, 50);0.1;0.001;l2;0.0001;32;0.8;0.9;1.00E-08;0.016195846;0.280165904;610;2.76
relu;(100, 100, 100, 50);0;0.01;none;0.0001;32;0.8;0.999;1.00E-06;0.016196005;0.280158858;610;3.92
relu;(100, 50, 25);0;0.001;none;0.0001;32;0.9;0.99;1.00E-06;0.016196084;0.280155342;610;2.88
relu;(100, 50, 25);0;0.01;none;1.00E-05;32;0.99;0.999;1.00E-06;0.01619622;0.280149299;610;2.99
relu;(100, 100, 100, 50);0;0.001;l2;0.0001;32;0.99;0.9;1.00E-07;0.016196492;0.280137198;610;3.88
relu;(100, 100, 100, 50);0;0.01;none;0.01;32;0.8;0.999;1.00E-06;0.016196787;0.280124083;610;3.78
relu;(50, 50, 50);0;0.001;none;1.00E-05;32;0.9;0.9;1.00E-07;0.016197465;0.280093946;610;3.21
relu;(100, 50, 25);0.1;0.001;l1;0.0001;32;0.9;0.999;1.00E-06;0.016198083;0.280066477;610;4.32
relu;(50, 50, 50);0.1;0.01;l1;0.0001;64;0.99;0.99;1.00E-06;0.01619814;0.280063957;549;2.84
relu;(100, 50, 25);0;0.03;l1;0.0001;32;0.99;0.99;1.00E-07;0.016198318;0.28005606;610;3.11
relu;(50, 50, 50);0;0.001;none;0.0001;64;0.9;0.99;1.00E-07;0.016198666;0.280040587;549;3.24
relu;(50, 50, 50);0;0.01;none;0.01;32;0.9;0.999;1.00E-07;0.016198677;0.28004007;610;2.71
relu;(100, 50, 25);0.1;0.03;none;1.00E-05;32;0.9;0.99;1.00E-06;0.016199024;0.280024689;610;4.24
relu;(100, 100, 100, 50);0.1;0.001;l2;0.0001;64;0.9;0.999;1.00E-07;0.016199171;0.280018153;549;15.19
relu;(100, 100, 100, 50);0;0.01;l1;0.0001;16;0.9;0.99;1.00E-06;0.016199328;0.280011145;732;4.6
relu;(50, 50, 50);0;0.01;none;0.01;16;0.9;0.99;1.00E-06;0.016199553;0.280001139;732;2.98
relu;(50, 50, 50);0;0.03;l1;0.0001;16;0.8;0.9;1.00E-08;0.016199714;0.279993996;732;2.48
relu;(50, 50, 50);0;0.03;none;1.00E-05;64;0.99;0.999;1.00E-06;0.016200296;0.279968141;549;1.74
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;16;0.99;0.999;1.00E-08;0.01620034;0.279966162;732;4.43
relu;(100, 50, 25);0;0.001;l1;1.00E-05;64;0.8;0.99;1.00E-08;0.016201028;0.279935611;549;3.05
relu;(50, 50, 50);0.1;0.01;none;0.01;16;0.9;0.99;1.00E-06;0.016201161;0.27992968;732;3.05
relu;(100, 100, 100, 50);0;0.03;none;1.00E-05;64;0.99;0.99;1.00E-07;0.016201177;0.279928995;549;9.34
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;64;0.9;0.99;1.00E-07;0.016201195;0.279928197;549;6.54
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;64;0.99;0.999;1.00E-08;0.016201475;0.279915712;549;3.94
relu;(100, 50, 25);0;0.001;none;0.01;32;0.9;0.999;1.00E-06;0.016201497;0.279914766;610;2.97
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;64;0.9;0.99;1.00E-08;0.016201895;0.279897069;549;3.62
relu;(100, 50, 25);0;0.001;l1;1.00E-05;64;0.9;0.99;1.00E-06;0.016202231;0.279882143;549;3.05
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;64;0.9;0.99;1.00E-07;0.016202766;0.27985835;549;3.85
relu;(50, 50, 50);0;0.01;none;1.00E-05;32;0.9;0.999;1.00E-06;0.016202829;0.279855566;610;2.54
relu;(50, 50, 50);0.1;0.01;none;0.0001;16;0.9;0.9;1.00E-06;0.01620312;0.279842615;732;3.1
relu;(50, 50, 50);0;0.03;none;0.01;16;0.8;0.999;1.00E-07;0.016203407;0.279829857;732;2.1
relu;(100, 50, 25);0;0.001;none;0.01;32;0.8;0.9;1.00E-06;0.016203434;0.279828643;610;3
relu;(100, 50, 25);0;0.01;none;0.0001;32;0.9;0.999;1.00E-07;0.016203451;0.279827886;610;2.92
relu;(50, 50, 50);0.3;0.01;l1;1.00E-05;32;0.8;0.9;1.00E-08;0.016203488;0.279826258;610;2.8
relu;(100, 100, 100, 50);0.1;0.001;l2;0.0001;16;0.8;0.99;1.00E-07;0.016203907;0.279807659;732;18
relu;(50, 50, 50);0;0.001;none;0.0001;16;0.8;0.9;1.00E-08;0.016204327;0.279788961;732;3.44
relu;(100, 50, 25);0;0.03;none;0.0001;32;0.9;0.999;1.00E-06;0.016204342;0.279788288;610;3.01
relu;(50, 50, 50);0;0.01;none;0.0001;64;0.8;0.99;1.00E-08;0.016205186;0.279750778;549;3.15
relu;(100, 50, 25);0;0.01;none;1.00E-05;16;0.9;0.99;1.00E-06;0.016205622;0.279731419;732;3.29
relu;(100, 50, 25);0;0.03;none;0.01;16;0.9;0.9;1.00E-06;0.01620583;0.279722155;732;3.35
relu;(50, 50, 50);0.1;0.001;none;0.0001;64;0.8;0.99;1.00E-08;0.01620666;0.279685296;549;2.82
relu;(50, 50, 50);0;0.01;l2;1.00E-05;16;0.9;0.999;1.00E-06;0.016206665;0.279685063;732;3
relu;(50, 50, 50);0;0.01;l2;1.00E-05;64;0.9;0.99;1.00E-06;0.016206907;0.279674312;549;3.15
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;32;0.8;0.99;1.00E-08;0.016207337;0.27965518;610;9.36
relu;(50, 50, 50);0;0.03;l2;1.00E-05;64;0.8;0.99;1.00E-07;0.016207831;0.279633219;549;2.06
relu;(50, 50, 50);0.1;0.001;l1;0.0001;64;0.8;0.99;1.00E-06;0.016207933;0.279628686;549;2.93
relu;(50, 50, 50);0;0.03;l1;0.0001;16;0.8;0.99;1.00E-06;0.016208053;0.279623379;732;2.9
relu;(100, 100, 100, 50);0;0.03;none;0.0001;64;0.8;0.99;1.00E-08;0.016208205;0.27961663;549;8.88
relu;(100, 50, 25);0;0.01;none;1.00E-05;64;0.9;0.99;1.00E-08;0.016208391;0.279608362;549;3.12
relu;(100, 100, 100, 50);0;0.001;l1;0.0001;32;0.99;0.9;1.00E-07;0.016208475;0.279604634;610;4.17
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;16;0.8;0.999;1.00E-08;0.016208978;0.279582249;732;4.99
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;16;0.99;0.99;1.00E-07;0.016209089;0.279577345;732;3.28
relu;(100, 50, 25);0;0.001;none;0.0001;32;0.99;0.99;1.00E-06;0.016209173;0.279573592;610;3.09
relu;(100, 50, 25);0.1;0.01;none;0.01;32;0.8;0.999;1.00E-06;0.016209286;0.279568565;610;4.07
relu;(100, 100, 100, 50);0;0.03;l2;0.0001;16;0.99;0.999;1.00E-08;0.016209397;0.27956363;732;9.75
relu;(50, 50, 50);0;0.03;none;1.00E-05;32;0.9;0.99;1.00E-07;0.016209432;0.279562096;610;2.14
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;32;0.9;0.99;1.00E-07;0.016209433;0.279562027;610;3.01
relu;(100, 50, 25);0;0.01;none;0.01;32;0.8;0.99;1.00E-06;0.016209871;0.279542582;610;3.02
relu;(50, 50, 50);0;0.01;l2;1.00E-05;16;0.99;0.99;1.00E-08;0.016209949;0.279539116;732;3.25
relu;(50, 50, 50);0;0.03;l2;0.0001;32;0.8;0.99;1.00E-07;0.016210045;0.27953484;610;2.11
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;64;0.9;0.999;1.00E-07;0.016210242;0.279526065;549;3.74
relu;(100, 50, 25);0;0.03;none;0.0001;16;0.9;0.999;1.00E-08;0.01621037;0.279520402;732;3.4
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;64;0.9;0.9;1.00E-07;0.016210416;0.279518357;549;3.78
relu;(100, 50, 25);0.3;0.01;l1;1.00E-05;64;0.8;0.99;1.00E-06;0.016210474;0.279515783;549;4.2
relu;(100, 50, 25);0;0.01;l1;0.0001;32;0.99;0.9;1.00E-07;0.016210521;0.27951366;610;3.77
relu;(100, 100, 100, 50);0;0.001;none;1.00E-05;16;0.99;0.999;1.00E-08;0.016211236;0.279481893;732;4.26
relu;(50, 50, 50);0;0.001;none;0.01;64;0.99;0.9;1.00E-06;0.016211467;0.279471643;549;3.13
relu;(100, 50, 25);0;0.03;none;0.0001;16;0.8;0.99;1.00E-08;0.016211936;0.279450803;732;3.26
relu;(100, 50, 25);0;0.03;none;0.0001;32;0.9;0.99;1.00E-07;0.016211942;0.279450532;610;2.88
relu;(100, 100, 100, 50);0;0.001;l2;1.00E-05;32;0.99;0.99;1.00E-08;0.016212131;0.279442131;610;3.77
relu;(100, 100, 100, 50);0;0.01;l1;0.0001;32;0.9;0.999;1.00E-07;0.016212268;0.279436024;610;3.87
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;16;0.8;0.99;1.00E-06;0.01621235;0.279432366;732;5.36
relu;(100, 100, 100, 50);0.1;0.01;none;1.00E-05;32;0.8;0.99;1.00E-06;0.016212636;0.279419654;610;6.2
relu;(100, 50, 25);0;0.03;l2;0.0001;16;0.9;0.999;1.00E-06;0.016212669;0.279418199;732;3.37
relu;(50, 50, 50);0;0.001;none;0.0001;16;0.8;0.999;1.00E-06;0.016213003;0.279403361;732;3.22
relu;(100, 50, 25);0;0.001;none;0.01;32;0.9;0.99;1.00E-07;0.016213421;0.279384806;610;2.95
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;64;0.99;0.999;1.00E-07;0.016213591;0.279377216;549;4.88
relu;(50, 50, 50);0;0.03;none;0.0001;32;0.9;0.99;1.00E-07;0.016213704;0.279372215;610;2.21
relu;(50, 50, 50);0.1;0.03;none;0.01;16;0.8;0.999;1.00E-07;0.016213839;0.279366193;732;3.09
relu;(50, 50, 50);0;0.001;none;0.0001;32;0.8;0.9;1.00E-06;0.016214182;0.279350954;610;2.96
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;64;0.9;0.99;1.00E-06;0.016214237;0.279348533;549;5.56
relu;(100, 100, 100, 50);0.1;0.03;none;1.00E-05;16;0.9;0.99;1.00E-06;0.016214567;0.279333844;732;8.27
relu;(100, 50, 25);0;0.01;none;0.01;32;0.9;0.99;1.00E-06;0.016214849;0.279321313;610;3.08
relu;(100, 50, 25);0;0.03;none;0.01;32;0.9;0.999;1.00E-08;0.016214898;0.279319149;610;2.89
relu;(100, 50, 25);0;0.01;none;0.01;64;0.8;0.999;1.00E-07;0.016215017;0.279313833;549;2.96
relu;(100, 50, 25);0;0.03;none;1.00E-05;64;0.8;0.99;1.00E-08;0.016215297;0.279301396;549;2.9
relu;(100, 100, 100, 50);0;0.001;l2;0.0001;64;0.8;0.999;1.00E-07;0.016215297;0.279301395;549;3.81
relu;(100, 100, 100, 50);0;0.03;none;1.00E-05;32;0.9;0.999;1.00E-08;0.016215362;0.279298537;610;9.11
relu;(100, 50, 25);0.1;0.001;l2;0.0001;16;0.8;0.9;1.00E-06;0.016215604;0.279287751;732;4.94
relu;(100, 50, 25);0;0.001;l2;1.00E-05;16;0.99;0.9;1.00E-07;0.016215711;0.279282992;732;3.43
relu;(50, 50, 50);0.1;0.03;none;1.00E-05;16;0.8;0.99;1.00E-06;0.0162159;0.279274591;732;3.08
relu;(100, 50, 25);0;0.01;l2;1.00E-05;64;0.8;0.99;1.00E-08;0.016216031;0.279268787;549;2.8
relu;(50, 50, 50);0.1;0.001;l2;0.0001;64;0.9;0.999;1.00E-08;0.016216099;0.27926577;549;2.75
relu;(100, 50, 25);0.1;0.01;l1;1.00E-05;64;0.9;0.9;1.00E-07;0.016216103;0.279265567;549;3.97
relu;(50, 50, 50);0;0.03;l1;0.0001;16;0.8;0.99;1.00E-08;0.016216164;0.279262868;732;2.35
relu;(100, 100, 100, 50);0.1;0.01;l1;1.00E-05;16;0.9;0.99;1.00E-07;0.016216239;0.279259554;732;8.06
relu;(100, 50, 25);0;0.03;none;0.0001;16;0.8;0.99;1.00E-07;0.016216508;0.279247565;732;3.57
relu;(100, 100, 100, 50);0;0.01;none;0.0001;32;0.99;0.999;1.00E-07;0.016216976;0.279226802;610;4.05
relu;(50, 50, 50);0;0.001;none;1.00E-05;16;0.99;0.99;1.00E-08;0.016217129;0.279219974;732;4.21
relu;(50, 50, 50);0;0.03;none;0.01;16;0.9;0.99;1.00E-06;0.016218186;0.279173002;732;2.29
relu;(100, 100, 100, 50);0;0.001;l2;1.00E-05;64;0.9;0.999;1.00E-08;0.016218226;0.279171242;549;4.02
relu;(100, 50, 25);0.1;0.001;none;1.00E-05;32;0.99;0.9;1.00E-07;0.01621825;0.279170136;610;4.99
relu;(100, 50, 25);0;0.001;none;0.0001;16;0.8;0.999;1.00E-07;0.016218339;0.279166205;732;3.47
relu;(100, 100, 100, 50);0.3;0.01;l2;0.0001;64;0.9;0.9;1.00E-06;0.016218478;0.279160046;549;5.62
relu;(100, 50, 25);0;0.001;none;0.01;16;0.8;0.99;1.00E-07;0.016218486;0.279159658;732;3.4
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;32;0.9;0.99;1.00E-08;0.016218554;0.279156642;610;4.14
relu;(50, 50, 50);0;0.03;none;0.01;16;0.9;0.999;1.00E-08;0.01621889;0.279141691;732;2.31
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;32;0.9;0.99;1.00E-08;0.016218992;0.279137171;610;3.79
relu;(100, 50, 25);0;0.01;none;0.0001;32;0.8;0.99;1.00E-07;0.016219;0.279136828;610;2.98
relu;(100, 100, 100, 50);0.1;0.03;l1;1.00E-05;32;0.8;0.9;1.00E-07;0.016219386;0.279119684;610;17.35
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;16;0.99;0.99;1.00E-07;0.016219858;0.279098693;732;5.01
relu;(50, 50, 50);0;0.03;none;0.0001;32;0.9;0.99;1.00E-06;0.016219916;0.279096089;610;2.04
relu;(100, 100, 100, 50);0.1;0.001;none;1.00E-05;16;0.9;0.999;1.00E-08;0.016219921;0.279095888;732;8.4
