akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;RMSPropconst;RMSProprate;MSE;R2;TrainSteps;Time_s
relu;(100, 50, 25);0.2;0.001;l1;0.001;64;0.0001;0.99;0.023384352;0.014854034;504;1.73
relu;(100, 100, 100, 50);0;0.03;l2;1.00E-05;32;1.00E-06;0.8;0.023388789;0.014667098;506;0.69
relu;(100, 50, 25);0.2;0.003;l1;0.001;64;1.00E-05;0.99;0.023389113;0.014653429;504;1.65
relu;(100, 100, 100, 50);0.2;0.003;l2;0.01;32;1.00E-05;0.8;0.023392148;0.014525568;506;0.66
relu;(50, 25);0.2;0.03;l1;0.001;16;1.00E-06;0.9;0.023394091;0.014443727;506;0.36
relu;(100, 50, 25);0;0.001;l1;0.01;64;1.00E-06;0.9;0.02339466;0.014419768;504;1.38
relu;(100, 100, 100, 50);0.2;0.001;l1;0.001;16;1.00E-06;0.8;0.023395052;0.014403232;506;1.31
relu;(100, 100, 100, 50);0.2;0.03;l1;0.001;64;0.0001;0.8;0.0233952;0.014397002;504;1.01
relu;(100, 100, 100, 50);0.2;0.003;l2;0.01;64;0.0001;0.99;0.023395371;0.014389793;504;0.92
relu;(50, 25);0.2;0.003;l1;0.001;16;1.00E-06;0.9;0.023395629;0.014378955;506;0.34
relu;(100, 50, 25);0;0.03;l2;0.01;64;1.00E-06;0.9;0.023396722;0.014332908;504;1.49
relu;(50, 25);0.2;0.001;l1;1.00E-05;64;1.00E-06;0.8;0.023399244;0.014226657;504;0.43
relu;(100, 100, 100, 50);0.2;0.03;l1;0.001;32;1.00E-06;0.9;0.023406737;0.013910976;506;0.81
relu;(100, 100, 100, 50);0;0.03;l1;0.001;16;1.00E-05;0.99;0.023408452;0.013838711;506;2.12
relu;(100, 50, 25);0.2;0.001;l1;0.001;64;1.00E-06;0.8;0.023409821;0.013781036;504;1.94
relu;(100, 50, 25);0.2;0.03;l1;0.001;64;0.0001;0.9;0.023410245;0.013763202;504;2.09
relu;(100, 100, 100, 50);0.2;0.03;l2;0.01;16;0.0001;0.8;0.02341341;0.013629843;506;0.6
relu;(50, 25);0;0.003;l1;1.00E-05;16;1.00E-05;0.99;0.023414057;0.013602578;506;0.29
relu;(50, 25);0;0.003;l1;0.01;16;1.00E-05;0.99;0.023415526;0.013540702;506;0.31
relu;(100, 100, 100, 50);0.2;0.003;l2;0.001;32;0.0001;0.99;0.023415641;0.013535868;506;0.64
relu;(50, 25);0.2;0.03;l1;1.00E-05;16;1.00E-05;0.9;0.023416126;0.013515443;506;0.36
relu;(50, 25);0;0.001;l2;0.001;16;1.00E-06;0.9;0.023417515;0.013456931;506;0.22
relu;(100, 50, 25);0;0.03;l1;0.01;32;1.00E-06;0.8;0.023420369;0.013336657;506;1.3
relu;(100, 100, 100, 50);0.2;0.003;l2;0.01;64;1.00E-06;0.8;0.023426712;0.013069443;504;0.91
relu;(100, 50, 25);0.2;0.001;l1;0.01;64;0.0001;0.99;0.023430413;0.012913548;504;1.73
relu;(100, 50, 25);0;0.001;l2;0.01;32;0.0001;0.99;0.023436048;0.012676148;506;1.38
relu;(100, 100, 100, 50);0.2;0.003;l2;0.001;64;1.00E-05;0.99;0.023437178;0.012628556;504;0.89
relu;(100, 50, 25);0;0.03;l1;0.01;32;0.0001;0.8;0.023438987;0.012552338;506;1.42
relu;(100, 100, 100, 50);0;0.003;l2;0.01;16;1.00E-06;0.8;0.023440123;0.012504472;506;1.34
relu;(100, 50, 25);0;0.03;l2;0.01;32;1.00E-05;0.99;0.023442161;0.012418618;506;1.39
relu;(50, 25);0.2;0.003;l2;1.00E-05;64;0.0001;0.9;0.023444016;0.012340462;504;0.37
relu;(50, 25);0;0.003;l1;0.01;64;0.0001;0.8;0.023444228;0.012331552;504;0.37
relu;(100, 50, 25);0;0.03;l2;1.00E-05;16;0.0001;0.99;0.02344504;0.012297333;506;1.15
relu;(100, 50, 25);0.2;0.001;l2;0.01;64;1.00E-05;0.99;0.023446085;0.012253303;504;1.77
relu;(50, 25);0.2;0.03;l1;0.001;32;0.0001;0.9;0.02344764;0.012187782;506;0.4
relu;(100, 100, 100, 50);0;0.03;l2;0.01;16;0.0001;0.8;0.023447943;0.012175048;506;1.12
relu;(100, 50, 25);0.2;0.03;l2;0.01;32;1.00E-05;0.8;0.023449258;0.012119609;506;1.62
relu;(100, 100, 100, 50);0.2;0.003;l1;0.001;16;0.0001;0.9;0.023449469;0.012110759;506;0.73
relu;(100, 50, 25);0.2;0.03;l2;1.00E-05;32;1.00E-05;0.8;0.023450102;0.012084084;506;1.63
relu;(100, 100, 100, 50);0;0.03;l2;0.01;32;1.00E-06;0.9;0.023451751;0.012014612;506;1.37
relu;(100, 50, 25);0.2;0.003;l1;0.001;64;1.00E-06;0.9;0.023452475;0.011984102;504;1.82
relu;(50, 25);0;0.03;l1;0.001;32;1.00E-06;0.99;0.023454986;0.0118783;506;0.38
relu;(100, 50, 25);0.2;0.03;l2;0.01;16;1.00E-05;0.9;0.023455094;0.01187377;506;1.67
relu;(100, 100, 100, 50);0;0.03;l1;0.01;16;0.0001;0.9;0.02345587;0.01184109;506;1.62
relu;(50, 25);0;0.001;l1;0.01;16;1.00E-06;0.9;0.02345693;0.011796429;506;0.28
relu;(100, 100, 100, 50);0.2;0.001;l1;1.00E-05;32;0.0001;0.9;0.023458361;0.011736153;506;1.47
relu;(50, 25);0;0.003;l1;0.01;64;1.00E-05;0.8;0.023459088;0.011705492;504;0.36
relu;(100, 50, 25);0.2;0.003;l1;0.01;32;0.0001;0.9;0.02345952;0.011687324;506;1.59
relu;(50, 25);0.2;0.03;l2;0.01;32;1.00E-05;0.8;0.023461723;0.011594478;506;0.33
relu;(100, 100, 100, 50);0;0.003;l1;0.01;16;0.0001;0.8;0.023463031;0.011539382;506;2.08
relu;(50, 25);0;0.001;l1;0.01;64;1.00E-05;0.8;0.023464187;0.011490696;504;0.39
relu;(100, 100, 100, 50);0.2;0.03;l1;0.001;64;1.00E-05;0.8;0.023467041;0.011370453;504;1
relu;(100, 50, 25);0.2;0.03;l1;0.01;16;0.0001;0.8;0.023467375;0.011356393;506;1.63
relu;(50, 25);0.2;0.003;l2;0.01;32;0.0001;0.8;0.023472128;0.011156168;506;0.33
relu;(100, 100, 100, 50);0.2;0.003;l2;0.01;32;1.00E-06;0.99;0.0234724;0.011144699;506;0.64
relu;(100, 50, 25);0.2;0.003;l2;1.00E-05;32;1.00E-05;0.8;0.023472703;0.011131946;506;1.56
relu;(50, 25);0;0.001;l1;0.01;32;1.00E-06;0.9;0.02347374;0.01108822;506;0.67
relu;(100, 100, 100, 50);0.2;0.03;l1;0.001;64;1.00E-06;0.9;0.023476834;0.010957893;504;0.98
relu;(100, 100, 100, 50);0.2;0.003;l1;0.01;32;1.00E-06;0.9;0.023477586;0.010926216;506;0.73
relu;(100, 50, 25);0;0.001;l2;1.00E-05;64;1.00E-05;0.8;0.023478291;0.010896514;504;0.46
relu;(50, 25);0;0.03;l2;0.001;32;1.00E-06;0.99;0.02347924;0.010856542;506;0.27
relu;(50, 25);0;0.03;l1;0.001;64;0.0001;0.9;0.023481267;0.01077113;504;0.36
relu;(100, 100, 100, 50);0;0.003;l1;0.01;16;1.00E-06;0.99;0.023484341;0.010641653;506;2.24
relu;(100, 100, 100, 50);0.2;0.003;l2;0.01;64;1.00E-06;0.99;0.023486587;0.010547011;504;0.92
relu;(50, 25);0;0.001;l2;0.001;64;1.00E-05;0.99;0.023488815;0.010453138;504;0.3
relu;(100, 50, 25);0.2;0.003;l2;0.001;16;1.00E-05;0.8;0.023489343;0.010430896;506;1.53
relu;(50, 25);0;0.003;l1;1.00E-05;16;0.0001;0.99;0.023492799;0.010285299;506;0.33
relu;(100, 100, 100, 50);0.2;0.003;l2;0.01;16;1.00E-05;0.8;0.023493399;0.010260055;506;0.58
relu;(100, 50, 25);0;0.03;l2;0.01;32;0.0001;0.9;0.023494245;0.010224389;506;1.32
relu;(50, 25);0.2;0.003;l1;0.01;16;1.00E-06;0.8;0.023494995;0.010192802;506;0.34
relu;(100, 50, 25);0.2;0.001;l2;1.00E-05;32;0.0001;0.9;0.023503224;0.009846121;506;1.46
relu;(50, 25);0.2;0.001;l1;0.01;64;1.00E-05;0.9;0.023503526;0.009833421;504;0.37
relu;(100, 50, 25);0.2;0.03;l1;0.01;64;1.00E-06;0.8;0.023503674;0.009827189;504;1.34
relu;(50, 25);0;0.03;l1;0.01;64;0.0001;0.8;0.023506989;0.009687519;504;0.34
relu;(100, 100, 100, 50);0.2;0.003;l1;0.001;64;0.0001;0.8;0.023507809;0.009652949;504;1.04
relu;(100, 100, 100, 50);0.2;0.03;l2;1.00E-05;64;0.0001;0.9;0.023509953;0.009562654;504;0.96
relu;(50, 25);0.2;0.03;l1;1.00E-05;32;1.00E-05;0.99;0.023511439;0.009500037;506;0.37
relu;(100, 50, 25);0;0.03;l2;0.01;32;1.00E-05;0.9;0.023511469;0.009498761;506;1.37
relu;(50, 25);0.2;0.03;l1;0.01;64;0.0001;0.9;0.023512905;0.009438297;504;0.38
relu;(100, 50, 25);0.2;0.03;l2;0.01;64;1.00E-05;0.8;0.023514381;0.009376095;504;1.93
relu;(50, 25);0;0.001;l1;0.001;32;0.0001;0.9;0.023519215;0.009172452;506;0.29
relu;(50, 25);0.2;0.003;l1;0.01;64;1.00E-06;0.8;0.023520017;0.009138666;504;0.42
relu;(50, 25);0;0.03;l1;0.01;16;1.00E-06;0.99;0.023520384;0.009123185;506;0.29
relu;(50, 25);0.2;0.001;l1;0.01;32;1.00E-06;0.99;0.023521166;0.009090257;506;0.43
relu;(100, 50, 25);0.2;0.03;l2;1.00E-05;32;1.00E-05;0.9;0.023522186;0.009047307;506;1.84
relu;(50, 25);0;0.03;l1;0.01;64;1.00E-06;0.99;0.023522197;0.009046817;504;0.34
relu;(100, 100, 100, 50);0;0.003;l1;0.01;32;0.0001;0.99;0.023524785;0.008937793;506;2.49
relu;(100, 100, 100, 50);0;0.003;l1;1.00E-05;64;0.0001;0.9;0.02352662;0.008860494;504;2.87
relu;(100, 50, 25);0;0.001;l1;1.00E-05;32;1.00E-06;0.8;0.023526961;0.008846114;506;0.82
relu;(100, 50, 25);0;0.03;l2;0.01;32;0.0001;0.8;0.023528746;0.008770914;506;1.4
relu;(50, 25);0.2;0.03;l1;0.01;32;1.00E-05;0.8;0.023531639;0.008649041;506;0.41
relu;(50, 25);0;0.003;l1;0.01;16;0.0001;0.9;0.023532322;0.008620277;506;0.3
relu;(100, 50, 25);0;0.003;l1;0.01;32;0.0001;0.9;0.023535686;0.008478547;506;1.14
relu;(100, 50, 25);0;0.001;l1;0.01;32;1.00E-06;0.8;0.023538266;0.008369864;506;1.11
relu;(50, 25);0;0.001;l1;0.01;16;1.00E-05;0.8;0.023539546;0.008315947;506;0.29
relu;(50, 25);0.2;0.03;l2;1.00E-05;32;1.00E-06;0.99;0.023539956;0.00829867;506;0.37
relu;(100, 50, 25);0;0.03;l1;0.01;64;1.00E-05;0.9;0.023540215;0.008287753;504;1.34
relu;(100, 100, 100, 50);0;0.03;l2;0.01;32;0.0001;0.99;0.023543211;0.008161555;506;0.66
relu;(100, 50, 25);0;0.003;l1;0.01;16;1.00E-05;0.99;0.023543718;0.008140177;506;1.1
relu;(100, 50, 25);0;0.001;l1;0.01;32;0.0001;0.8;0.023543899;0.008132547;506;1.28
relu;(50, 25);0.2;0.001;l1;1.00E-05;32;0.0001;0.9;0.023544341;0.008113919;506;0.41
relu;(100, 50, 25);0.2;0.003;l1;0.001;32;1.00E-06;0.8;0.023545054;0.008083897;506;1.07
relu;(100, 100, 100, 50);0.2;0.003;l2;0.001;64;0.0001;0.9;0.02354666;0.008016229;504;1
relu;(100, 100, 100, 50);0.2;0.001;l1;0.01;32;1.00E-06;0.9;0.023547967;0.007961181;506;1.47
relu;(100, 100, 100, 50);0;0.003;l2;1.00E-05;32;1.00E-05;0.8;0.02354826;0.007948847;506;2.2
relu;(100, 100, 100, 50);0;0.03;l2;1.00E-05;16;0.0001;0.8;0.023552485;0.007770822;506;0.85
relu;(50, 25);0.2;0.03;l2;0.01;32;1.00E-06;0.9;0.023555599;0.007639655;506;0.35
relu;(100, 100, 100, 50);0;0.03;l2;0.01;32;0.0001;0.8;0.023557723;0.007550177;506;0.74
relu;(100, 100, 100, 50);0.2;0.001;l1;0.01;64;0.0001;0.8;0.023559094;0.007492395;504;1.75
relu;(100, 50, 25);0.2;0.001;l1;0.001;32;0.0001;0.9;0.02356146;0.007392719;506;1.52
relu;(100, 100, 100, 50);0.2;0.003;l2;1.00E-05;16;1.00E-05;0.9;0.023563961;0.007287391;506;0.58
relu;(100, 100, 100, 50);0;0.03;l1;0.01;16;1.00E-06;0.9;0.023566711;0.007171521;506;1.84
relu;(100, 100, 100, 50);0.2;0.003;l1;1.00E-05;64;0.0001;0.8;0.023567045;0.007157465;504;1
relu;(100, 100, 100, 50);0;0.001;l1;0.01;32;0.0001;0.8;0.023569587;0.007050344;506;2.14
relu;(100, 100, 100, 50);0;0.001;l2;0.001;32;1.00E-05;0.8;0.023570447;0.00701411;506;2.02
relu;(100, 100, 100, 50);0;0.001;l2;0.001;64;0.0001;0.99;0.023571642;0.006963772;504;2.71
relu;(50, 25);0;0.003;l1;0.01;32;1.00E-05;0.8;0.023571859;0.006954662;506;0.31
relu;(100, 100, 100, 50);0.2;0.03;l2;0.001;64;1.00E-06;0.9;0.023576251;0.006769608;504;0.88
relu;(100, 50, 25);0;0.003;l2;1.00E-05;16;1.00E-05;0.99;0.023578007;0.006695622;506;0.35
relu;(50, 25);0;0.001;l2;1.00E-05;64;0.0001;0.99;0.023581763;0.006537388;504;0.3
relu;(100, 50, 25);0;0.001;l1;0.001;32;0.0001;0.99;0.02358263;0.006500882;506;1.42
relu;(50, 25);0.2;0.03;l2;0.01;16;0.0001;0.8;0.023583244;0.006474989;506;0.33
relu;(100, 50, 25);0.2;0.003;l2;0.01;32;0.0001;0.99;0.023583367;0.006469809;506;1.33
relu;(50, 25);0;0.03;l1;0.01;32;1.00E-05;0.8;0.023585102;0.006396716;506;0.37
relu;(100, 100, 100, 50);0;0.03;l2;0.01;64;0.0001;0.8;0.023585155;0.006394504;504;1.42
relu;(100, 50, 25);0.2;0.03;l1;0.001;32;1.00E-05;0.8;0.023585618;0.006374982;506;1.35
relu;(100, 50, 25);0;0.001;l1;0.01;64;1.00E-06;0.99;0.023588155;0.006268112;504;1.38
relu;(100, 100, 100, 50);0.2;0.03;l1;1.00E-05;16;0.0001;0.99;0.023589545;0.006209566;506;0.64
relu;(50, 25);0.2;0.001;l1;0.01;16;1.00E-06;0.9;0.023590363;0.006175091;506;0.34
relu;(100, 50, 25);0.2;0.03;l2;0.01;16;0.0001;0.99;0.023590888;0.006152976;506;1.7
relu;(100, 50, 25);0;0.003;l2;0.001;64;1.00E-05;0.99;0.02359225;0.006095603;504;1.2
relu;(100, 100, 100, 50);0.2;0.001;l1;0.01;64;1.00E-05;0.99;0.023592754;0.006074372;504;1.74
relu;(50, 25);0.2;0.003;l1;0.01;64;1.00E-06;0.99;0.02359343;0.006045889;504;0.42
relu;(50, 25);0.2;0.003;l1;1.00E-05;16;0.0001;0.9;0.023593647;0.006036767;506;0.38
relu;(100, 50, 25);0.2;0.001;l1;0.001;64;0.0001;0.9;0.023593708;0.006034194;504;1.65
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;16;1.00E-06;0.9;0.02359417;0.006014733;506;0.99
relu;(100, 100, 100, 50);0.2;0.003;l1;0.01;16;0.0001;0.9;0.023594516;0.006000126;506;0.72
relu;(50, 25);0.2;0.03;l2;0.01;16;1.00E-06;0.9;0.023594992;0.005980102;506;0.31
relu;(100, 50, 25);0.2;0.001;l1;0.01;16;1.00E-05;0.9;0.023596697;0.005908273;506;1.45
relu;(100, 50, 25);0;0.03;l2;0.01;16;1.00E-06;0.9;0.023598464;0.005833804;506;1.16
relu;(100, 100, 100, 50);0;0.001;l1;0.01;64;0.0001;0.9;0.023599272;0.005799794;504;3.42
relu;(100, 100, 100, 50);0;0.03;l2;0.01;32;0.0001;0.9;0.023600416;0.005751562;506;0.64
relu;(100, 100, 100, 50);0;0.001;l1;0.01;64;1.00E-05;0.9;0.023603038;0.005641113;504;3.18
relu;(100, 100, 100, 50);0.2;0.001;l2;0.001;16;0.0001;0.8;0.023603251;0.005632148;506;1.2
relu;(100, 50, 25);0;0.003;l1;1.00E-05;64;1.00E-05;0.99;0.023604287;0.005588491;504;1.8
relu;(100, 100, 100, 50);0;0.03;l2;0.01;16;1.00E-05;0.8;0.023604936;0.00556118;506;1.03
relu;(100, 50, 25);0;0.001;l1;0.01;32;1.00E-05;0.9;0.023604971;0.005559703;506;1.04
relu;(100, 50, 25);0;0.001;l2;0.001;32;1.00E-05;0.99;0.023608534;0.005409575;506;0.41
relu;(100, 100, 100, 50);0.2;0.001;l1;0.01;16;1.00E-05;0.9;0.023608564;0.005408298;506;1.28
relu;(50, 25);0.2;0.001;l2;0.01;64;0.0001;0.8;0.02360931;0.005376895;504;0.39
relu;(100, 50, 25);0.2;0.03;l2;0.01;16;1.00E-05;0.8;0.023610659;0.005320074;506;1.47
relu;(100, 100, 100, 50);0.2;0.001;l2;1.00E-05;64;0.0001;0.99;0.023615515;0.005115488;504;1.68
relu;(100, 50, 25);0.2;0.03;l2;1.00E-05;64;1.00E-06;0.9;0.023616717;0.005064866;504;1.96
relu;(100, 50, 25);0;0.003;l1;0.01;64;0.0001;0.8;0.023616865;0.005058591;504;0.63
relu;(100, 50, 25);0.2;0.003;l1;0.001;16;1.00E-06;0.9;0.023619634;0.004941946;506;1.5
relu;(100, 50, 25);0.2;0.003;l2;0.001;64;1.00E-05;0.99;0.023621039;0.004882749;504;2
relu;(100, 50, 25);0.2;0.03;l1;0.01;16;1.00E-06;0.9;0.023624227;0.004748473;506;1.69
relu;(100, 100, 100, 50);0.2;0.001;l1;0.001;32;1.00E-06;0.8;0.023625015;0.004715275;506;1.48
relu;(100, 100, 100, 50);0;0.03;l2;0.01;64;0.0001;0.9;0.023627921;0.004592842;504;1.47
relu;(100, 100, 100, 50);0;0.03;l2;0.01;32;1.00E-05;0.8;0.023630863;0.004468901;506;0.62
relu;(100, 50, 25);0;0.03;l2;0.01;32;0.0001;0.99;0.023631158;0.004456477;506;1.32
relu;(100, 50, 25);0.2;0.03;l1;0.001;64;0.0001;0.8;0.023633694;0.004349611;504;2.25
relu;(100, 50, 25);0.2;0.003;l2;0.001;32;0.0001;0.99;0.023635899;0.004256732;506;1.75
relu;(50, 25);0;0.03;l2;1.00E-05;32;0.0001;0.99;0.023637469;0.004190576;506;0.27
relu;(50, 25);0.2;0.03;l2;0.001;64;1.00E-05;0.99;0.023638622;0.004142008;504;0.38
relu;(100, 100, 100, 50);0;0.03;l1;0.001;16;1.00E-06;0.8;0.023642039;0.003998051;506;2.12
relu;(50, 25);0;0.03;l2;0.01;64;0.0001;0.8;0.023642539;0.003976997;504;0.31
relu;(50, 25);0.2;0.001;l1;0.01;64;1.00E-06;0.99;0.023644128;0.003910062;504;0.42
relu;(100, 50, 25);0;0.03;l1;0.01;16;1.00E-05;0.9;0.023648909;0.00370864;506;1.07
relu;(100, 50, 25);0.2;0.003;l1;0.01;16;1.00E-06;0.8;0.023649305;0.003691943;506;1.65
relu;(50, 25);0.2;0.03;l1;0.01;32;1.00E-05;0.99;0.023649862;0.003668496;506;0.29
relu;(100, 50, 25);0;0.003;l1;0.01;16;1.00E-06;0.9;0.023650481;0.003642432;506;1.11
relu;(50, 25);0.2;0.001;l1;0.01;64;1.00E-05;0.99;0.02365273;0.003547666;504;0.42
relu;(100, 50, 25);0;0.003;l1;1.00E-05;16;1.00E-05;0.8;0.023653788;0.00350311;506;1.24
relu;(100, 50, 25);0;0.003;l2;0.001;32;0.0001;0.9;0.023654881;0.003457041;506;0.76
relu;(100, 100, 100, 50);0;0.003;l1;0.01;32;1.00E-06;0.99;0.02365561;0.003426326;506;1.97
relu;(50, 25);0.2;0.003;l1;0.01;32;1.00E-05;0.8;0.023657522;0.00334578;506;0.38
relu;(100, 100, 100, 50);0;0.001;l1;0.01;32;1.00E-05;0.8;0.02366001;0.003240979;506;2.45
relu;(50, 25);0;0.03;l1;0.01;32;1.00E-05;0.99;0.023660584;0.003216811;506;0.33
relu;(50, 25);0.2;0.03;l2;1.00E-05;64;0.0001;0.99;0.023661535;0.00317674;504;0.37
relu;(50, 25);0.2;0.03;l1;0.001;32;0.0001;0.99;0.023662818;0.003122683;506;0.42
relu;(50, 25);0;0.03;l1;0.001;64;1.00E-06;0.99;0.023662982;0.003115764;504;0.25
relu;(100, 50, 25);0.2;0.001;l1;0.01;32;0.0001;0.9;0.023663041;0.003113276;506;1.72
relu;(100, 50, 25);0.2;0.03;l1;0.01;32;0.0001;0.9;0.023664559;0.003049336;506;1.78
relu;(50, 25);0.2;0.001;l1;0.01;32;1.00E-06;0.9;0.023664805;0.003038981;506;0.4
relu;(100, 100, 100, 50);0.2;0.03;l2;1.00E-05;32;0.0001;0.9;0.023665064;0.003028043;506;0.61
relu;(50, 25);0.2;0.03;l1;0.01;16;1.00E-06;0.9;0.023668106;0.002899892;506;0.39
relu;(100, 50, 25);0;0.003;l1;0.001;16;0.0001;0.99;0.023668146;0.002898241;506;1.39
relu;(50, 25);0;0.03;l2;1.00E-05;16;0.0001;0.9;0.023670117;0.0028152;506;0.24
relu;(100, 50, 25);0.2;0.001;l1;1.00E-05;16;1.00E-05;0.99;0.023670317;0.002806746;506;1.57
relu;(100, 50, 25);0;0.001;l1;0.01;16;1.00E-06;0.99;0.023673126;0.002688433;506;1.01
relu;(100, 100, 100, 50);0.2;0.003;l1;1.00E-05;64;1.00E-05;0.99;0.023673335;0.002679598;504;1.05
relu;(100, 50, 25);0;0.003;l1;0.001;32;1.00E-06;0.8;0.023675316;0.002596159;506;1.36
relu;(100, 100, 100, 50);0;0.03;l1;0.001;16;0.0001;0.9;0.023675896;0.002571712;506;2.29
relu;(100, 50, 25);0;0.003;l1;0.01;32;1.00E-06;0.8;0.023676291;0.002555092;506;1.46
relu;(100, 100, 100, 50);0;0.03;l1;1.00E-05;32;0.0001;0.99;0.023676406;0.002550245;506;1.96
relu;(100, 50, 25);0.2;0.03;l1;1.00E-05;32;0.0001;0.9;0.0236767;0.002537865;506;1.98
relu;(100, 100, 100, 50);0;0.001;l1;0.01;16;1.00E-05;0.8;0.023681993;0.002314864;506;2.56
relu;(50, 25);0.2;0.003;l1;0.01;16;1.00E-06;0.9;0.023682576;0.002290312;506;0.35
relu;(100, 100, 100, 50);0;0.03;l1;0.001;16;0.0001;0.99;0.02368263;0.002288053;506;2.46
relu;(100, 100, 100, 50);0.2;0.003;l1;0.01;16;1.00E-06;0.8;0.023682996;0.002272622;506;0.68
relu;(100, 100, 100, 50);0.2;0.001;l1;0.01;16;1.00E-06;0.9;0.023685192;0.002180119;506;1.28
relu;(100, 100, 100, 50);0;0.03;l1;0.001;32;1.00E-05;0.8;0.023688185;0.002054012;506;2.34
relu;(50, 25);0;0.03;l1;0.001;32;0.0001;0.99;0.023688323;0.002048181;506;0.33
relu;(100, 100, 100, 50);0.2;0.03;l1;0.001;64;1.00E-06;0.99;0.023688404;0.002044791;504;0.98
relu;(50, 25);0;0.03;l1;0.01;16;0.0001;0.8;0.023689925;0.001980701;506;0.29
relu;(50, 25);0.2;0.001;l2;0.001;16;0.0001;0.99;0.02369348;0.001830949;506;0.32
relu;(100, 50, 25);0;0.001;l1;1.00E-05;64;0.0001;0.8;0.023697973;0.001641658;504;0.52
relu;(50, 25);0.2;0.001;l2;1.00E-05;32;1.00E-05;0.99;0.023698516;0.001618773;506;0.35
relu;(50, 25);0;0.03;l2;0.001;64;1.00E-05;0.99;0.023702023;0.001471037;504;0.33
relu;(100, 50, 25);0;0.03;l1;0.001;16;1.00E-06;0.9;0.023702223;0.001462631;506;1.31
relu;(50, 25);0.2;0.003;l1;0.01;16;1.00E-05;0.99;0.02370415;0.001381441;506;0.35
relu;(100, 100, 100, 50);0;0.03;l2;0.001;32;1.00E-06;0.99;0.023704534;0.001365237;506;1.28
relu;(100, 50, 25);0.2;0.03;l1;1.00E-05;64;0.0001;0.8;0.023704951;0.001347701;504;1.99
relu;(100, 50, 25);0;0.03;l1;0.001;64;0.0001;0.8;0.023705344;0.001331108;504;1.32
relu;(100, 50, 25);0;0.001;l2;0.001;64;0.0001;0.8;0.02370558;0.00132117;504;1.56
relu;(100, 50, 25);0;0.003;l1;0.01;16;1.00E-05;0.8;0.023707639;0.001234424;506;1.21
relu;(50, 25);0.2;0.03;l2;0.01;64;1.00E-06;0.9;0.023709196;0.001168844;504;0.41
relu;(100, 50, 25);0.2;0.03;l1;0.01;32;0.0001;0.8;0.02370978;0.00114425;506;1.56
relu;(100, 50, 25);0;0.003;l1;0.01;64;0.0001;0.99;0.023712019;0.0010499;504;0.49
relu;(100, 50, 25);0.2;0.03;l1;1.00E-05;64;1.00E-05;0.9;0.02371251;0.001029249;504;2.04
relu;(100, 50, 25);0.2;0.003;l1;0.01;32;1.00E-05;0.8;0.023712936;0.001011294;506;1.71
relu;(50, 25);0.2;0.003;l1;0.01;32;1.00E-06;0.8;0.023714236;0.000956508;506;0.38
relu;(100, 100, 100, 50);0.2;0.003;l1;0.01;32;0.0001;0.99;0.023714277;0.000954791;506;0.74
relu;(100, 50, 25);0;0.03;l1;0.001;32;0.0001;0.99;0.023714439;0.000947966;506;1.26
relu;(100, 50, 25);0;0.03;l1;0.01;16;1.00E-06;0.8;0.023714884;0.000929224;506;1.06
relu;(100, 50, 25);0.2;0.003;l2;0.01;64;0.0001;0.8;0.023717753;0.000808355;504;1.49
relu;(50, 25);0;0.03;l1;0.01;64;1.00E-05;0.9;0.023717962;0.000799539;504;0.36
relu;(100, 100, 100, 50);0;0.001;l1;0.01;64;1.00E-06;0.99;0.023720195;0.000705471;504;2.37
relu;(50, 25);0;0.03;l2;0.01;32;0.0001;0.9;0.023725012;0.000502532;506;0.22
relu;(100, 50, 25);0.2;0.03;l2;0.01;16;1.00E-06;0.99;0.023725069;0.000500164;506;1.6
relu;(100, 50, 25);0;0.001;l1;0.01;64;1.00E-05;0.9;0.023725136;0.000497336;504;0.98
relu;(50, 25);0;0.03;l2;0.01;16;0.0001;0.99;0.023726543;0.000438046;506;0.28
relu;(100, 100, 100, 50);0;0.003;l1;0.001;16;1.00E-05;0.9;0.023727164;0.000411875;506;1.97
relu;(50, 25);0;0.003;l1;0.01;32;1.00E-06;0.9;0.023727214;0.000409771;506;0.35
relu;(50, 25);0;0.003;l1;0.01;64;0.0001;0.99;0.023729288;0.000322419;504;0.4
relu;(100, 100, 100, 50);0.2;0.001;l1;0.01;16;0.0001;0.99;0.023732324;0.000194505;506;1.27
relu;(100, 100, 100, 50);0.2;0.003;l1;0.01;16;1.00E-06;0.9;0.023733386;0.000149746;506;0.66
relu;(100, 50, 25);0.2;0.003;l2;1.00E-05;32;0.0001;0.8;0.02373548;6.15E-05;506;1.62
relu;(100, 100, 100, 50);0.2;0.003;l1;0.01;32;1.00E-05;0.9;0.023736363;2.44E-05;506;0.72
relu;(50, 25);0;0.03;l1;1.00E-05;64;0.0001;0.99;0.023737021;-3.35E-06;504;0.36
relu;(50, 25);0;0.003;l1;0.01;64;1.00E-05;0.99;0.023737068;-5.37E-06;504;0.38
relu;(100, 50, 25);0;0.001;l1;0.01;16;1.00E-05;0.8;0.023737099;-6.67E-06;506;0.74
relu;(100, 50, 25);0;0.003;l1;0.01;16;0.0001;0.99;0.02373719;-1.05E-05;506;1.34
relu;(100, 50, 25);0.2;0.03;l2;0.01;16;0.0001;0.8;0.02373724;-1.26E-05;506;1.66
