akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;RMSPropconst;RMSProprate;MSE;R2;TrainSteps;Time_s
relu;(50, 25);0;0.003;l2;0.01;64;1.00E-06;0.99;0.021788065;0.082103057;504;0.31
relu;(100, 100, 100, 50);0;0.03;l2;0.001;64;1.00E-06;0.9;0.021788732;0.082074983;504;1.85
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;1.00E-05;0.9;0.021789134;0.082058058;506;2.1
relu;(50, 25);0;0.03;l1;1.00E-05;32;1.00E-05;0.9;0.021791591;0.081954525;506;0.34
relu;(100, 100, 100, 50);0.2;0.03;l2;1.00E-05;16;1.00E-05;0.8;0.021794354;0.081838153;506;0.67
relu;(100, 100, 100, 50);0;0.003;l1;1.00E-05;64;1.00E-06;0.9;0.021799647;0.081615131;504;2.98
relu;(100, 100, 100, 50);0;0.003;l2;0.01;64;1.00E-05;0.9;0.021808674;0.081234835;504;2.14
relu;(100, 100, 100, 50);0.2;0.001;l2;0.001;64;1.00E-05;0.8;0.021810915;0.08114044;504;1.18
relu;(50, 25);0;0.003;l1;1.00E-05;64;1.00E-05;0.99;0.021813273;0.081041117;504;0.31
relu;(100, 50, 25);0.2;0.003;l2;0.001;32;1.00E-05;0.99;0.021817315;0.08087083;506;1.69
relu;(100, 100, 100, 50);0.2;0.003;l2;0.001;64;1.00E-06;0.8;0.021821503;0.080694385;504;0.93
relu;(100, 50, 25);0;0.03;l2;0.001;64;1.00E-05;0.99;0.021823547;0.080608293;504;1.51
relu;(100, 100, 100, 50);0;0.003;l1;1.00E-05;16;0.0001;0.8;0.021825825;0.080512314;506;2.38
relu;(100, 50, 25);0.2;0.03;l2;0.001;32;0.0001;0.8;0.021829605;0.080353078;506;1.67
relu;(100, 50, 25);0;0.03;l2;0.001;32;1.00E-05;0.99;0.021833491;0.08018935;506;1.36
relu;(100, 100, 100, 50);0;0.003;l2;0.001;16;0.0001;0.8;0.02183435;0.080153161;506;1.94
relu;(100, 100, 100, 50);0;0.003;l1;0.001;64;1.00E-05;0.99;0.021837023;0.080040546;504;2.8
relu;(100, 100, 100, 50);0;0.003;l2;0.01;64;1.00E-06;0.99;0.021838698;0.079970001;504;2.08
relu;(50, 25);0.2;0.003;l2;0.001;32;0.0001;0.99;0.021842844;0.079795327;506;0.33
relu;(100, 50, 25);0;0.003;l2;0.01;32;1.00E-06;0.9;0.021843128;0.079783341;506;1.38
relu;(50, 25);0;0.001;l1;0.01;32;0.0001;0.9;0.021846853;0.079626431;506;0.43
relu;(100, 50, 25);0;0.003;l2;0.01;32;1.00E-05;0.99;0.021849768;0.079503644;506;1.48
relu;(100, 50, 25);0;0.003;l1;0.001;64;1.00E-05;0.8;0.021855356;0.079268228;504;1.55
relu;(100, 100, 100, 50);0;0.001;l2;0.01;64;1.00E-05;0.99;0.021856406;0.079223987;504;3.01
relu;(50, 25);0.2;0.03;l1;1.00E-05;64;1.00E-05;0.99;0.021859426;0.079096732;504;0.44
relu;(100, 50, 25);0.2;0.001;l2;0.01;32;1.00E-05;0.99;0.021862381;0.078972269;506;1.61
relu;(100, 50, 25);0;0.003;l2;0.01;32;0.0001;0.99;0.021864741;0.078872841;506;1.47
relu;(50, 25);0.2;0.003;l2;0.01;16;0.0001;0.99;0.021866676;0.078791311;506;0.3
relu;(100, 50, 25);0;0.03;l2;0.001;32;1.00E-06;0.99;0.021870561;0.078627664;506;1.15
relu;(100, 100, 100, 50);0;0.001;l2;0.001;64;1.00E-06;0.99;0.021874697;0.078453414;504;2.53
relu;(50, 25);0.2;0.001;l1;0.001;32;1.00E-06;0.8;0.021877562;0.078332707;506;0.26
relu;(100, 50, 25);0;0.001;l1;0.001;64;1.00E-06;0.8;0.021879581;0.078247666;504;1.26
relu;(50, 25);0;0.001;l2;0.01;16;1.00E-06;0.8;0.021879725;0.078241577;506;0.2
relu;(50, 25);0;0.001;l1;1.00E-05;64;1.00E-06;0.9;0.021879946;0.078232265;504;0.35
relu;(50, 25);0.2;0.003;l2;1.00E-05;64;1.00E-05;0.8;0.021880333;0.078215988;504;0.39
relu;(100, 50, 25);0;0.001;l2;0.001;64;1.00E-05;0.8;0.021880752;0.078198335;504;1.66
relu;(100, 50, 25);0;0.003;l2;0.001;64;1.00E-06;0.9;0.021882804;0.078111861;504;1.54
relu;(50, 25);0.2;0.001;l2;0.001;64;0.0001;0.99;0.021888167;0.077885952;504;0.41
relu;(100, 100, 100, 50);0;0.003;l2;0.01;64;1.00E-05;0.99;0.021890888;0.077771308;504;2.16
relu;(50, 25);0.2;0.03;l1;1.00E-05;16;0.0001;0.8;0.021898104;0.077467308;506;0.37
relu;(100, 50, 25);0.2;0.001;l1;1.00E-05;64;0.0001;0.99;0.021898894;0.07743404;504;1.98
relu;(100, 100, 100, 50);0;0.03;l2;0.01;64;1.00E-05;0.99;0.021899487;0.077409053;504;1.39
relu;(100, 50, 25);0;0.001;l1;0.001;64;0.0001;0.9;0.021899758;0.077397638;504;1.56
relu;(100, 50, 25);0;0.03;l2;1.00E-05;16;0.0001;0.9;0.02190454;0.077196181;506;1.02
relu;(50, 25);0;0.003;l1;1.00E-05;64;1.00E-06;0.9;0.021904775;0.077186279;504;0.36
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;16;0.0001;0.9;0.021905844;0.077141239;506;0.73
relu;(100, 50, 25);0.2;0.001;l1;0.001;64;1.00E-05;0.99;0.021907535;0.077070011;504;1.77
relu;(100, 100, 100, 50);0.2;0.001;l1;0.001;16;1.00E-05;0.99;0.021908626;0.077024012;506;1.34
relu;(50, 25);0.2;0.001;l2;1.00E-05;64;1.00E-05;0.9;0.021909251;0.076997704;504;0.27
relu;(100, 50, 25);0.2;0.03;l2;1.00E-05;64;1.00E-05;0.9;0.021912853;0.076845969;504;1.85
relu;(50, 25);0;0.03;l2;0.01;64;0.0001;0.99;0.021913646;0.076812556;504;0.31
relu;(50, 25);0.2;0.03;l2;0.001;16;1.00E-06;0.9;0.021922162;0.076453762;506;0.34
relu;(100, 100, 100, 50);0;0.003;l1;0.001;64;0.0001;0.99;0.021925375;0.07631843;504;2.95
relu;(50, 25);0.2;0.001;l2;0.01;64;1.00E-06;0.8;0.02192783;0.07621501;504;0.28
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;1.00E-05;0.99;0.021928636;0.076181034;506;1.81
relu;(50, 25);0.2;0.001;l2;0.001;64;0.0001;0.9;0.021932705;0.076009625;504;0.39
relu;(50, 25);0;0.003;l2;0.01;16;1.00E-05;0.99;0.021933885;0.07595992;506;0.24
relu;(50, 25);0.2;0.003;l2;0.01;16;1.00E-05;0.99;0.021935749;0.075881402;506;0.3
relu;(50, 25);0.2;0.03;l2;1.00E-05;32;0.0001;0.99;0.021937339;0.075814392;506;0.39
relu;(100, 50, 25);0.2;0.003;l1;0.001;64;0.0001;0.99;0.021937516;0.075806941;504;1.94
relu;(100, 100, 100, 50);0.2;0.001;l2;0.001;64;1.00E-05;0.99;0.021942357;0.075602992;504;2.39
relu;(100, 50, 25);0;0.03;l1;1.00E-05;16;1.00E-06;0.9;0.021942522;0.075596048;506;0.96
relu;(100, 50, 25);0.2;0.003;l2;1.00E-05;16;0.0001;0.99;0.021944229;0.075524115;506;1.3
relu;(100, 100, 100, 50);0;0.003;l2;1.00E-05;32;0.0001;0.99;0.021950417;0.075263454;506;2.2
relu;(50, 25);0.2;0.001;l1;0.001;16;1.00E-05;0.8;0.021952124;0.075191513;506;0.38
relu;(100, 50, 25);0;0.001;l2;0.01;16;1.00E-05;0.8;0.021964728;0.074660547;506;1.05
relu;(100, 100, 100, 50);0;0.03;l1;1.00E-05;64;1.00E-05;0.9;0.021965554;0.074625755;504;3
relu;(50, 25);0.2;0.001;l1;1.00E-05;16;1.00E-06;0.8;0.021967208;0.074556071;506;0.4
relu;(100, 50, 25);0.2;0.003;l1;0.001;32;1.00E-05;0.99;0.021967854;0.074528867;506;1.01
relu;(100, 100, 100, 50);0;0.003;l2;0.001;32;0.0001;0.99;0.021972887;0.074316813;506;0.73
relu;(100, 50, 25);0.2;0.03;l2;1.00E-05;16;1.00E-05;0.9;0.021976051;0.07418353;506;1.43
relu;(100, 50, 25);0;0.001;l1;0.001;16;0.0001;0.9;0.021976991;0.074143941;506;1.24
relu;(100, 100, 100, 50);0;0.003;l1;0.001;64;1.00E-06;0.9;0.021977807;0.074109529;504;3.23
relu;(100, 50, 25);0.2;0.03;l1;1.00E-05;16;0.0001;0.8;0.021983479;0.073870585;506;1.54
relu;(100, 100, 100, 50);0.2;0.001;l2;0.001;32;1.00E-06;0.9;0.021985855;0.073770492;506;1.19
relu;(100, 50, 25);0;0.03;l1;1.00E-05;16;0.0001;0.9;0.021986222;0.073755054;506;1.49
relu;(50, 25);0;0.03;l2;0.001;16;0.0001;0.8;0.021987815;0.073687913;506;0.28
relu;(50, 25);0;0.001;l2;0.01;32;1.00E-05;0.8;0.021987822;0.073687642;506;0.28
relu;(50, 25);0.2;0.001;l2;0.01;16;0.0001;0.9;0.021987843;0.073686759;506;0.24
relu;(100, 100, 100, 50);0.2;0.001;l2;0.01;16;1.00E-05;0.99;0.021993266;0.073458269;506;1.23
relu;(100, 50, 25);0.2;0.003;l1;0.001;32;1.00E-05;0.9;0.021998426;0.0732409;506;1.01
relu;(50, 25);0.2;0.001;l2;0.001;32;1.00E-05;0.9;0.021998716;0.073228684;506;0.35
relu;(100, 100, 100, 50);0;0.001;l1;0.001;32;0.0001;0.99;0.021999266;0.073205513;506;2.41
relu;(100, 50, 25);0;0.03;l2;1.00E-05;32;0.0001;0.9;0.022001552;0.073109226;506;1.21
relu;(50, 25);0;0.001;l1;0.001;32;1.00E-05;0.9;0.022010592;0.072728367;506;0.27
relu;(100, 50, 25);0.2;0.003;l2;1.00E-05;64;1.00E-05;0.8;0.022016835;0.072465355;504;1.83
relu;(100, 100, 100, 50);0.2;0.003;l2;1.00E-05;32;1.00E-05;0.8;0.022021808;0.072255863;506;0.65
relu;(100, 100, 100, 50);0.2;0.003;l2;0.001;32;1.00E-05;0.9;0.02202326;0.072194699;506;0.65
relu;(100, 100, 100, 50);0;0.003;l2;0.01;16;1.00E-05;0.9;0.022024272;0.072152055;506;1.27
relu;(100, 100, 100, 50);0.2;0.003;l2;0.001;64;0.0001;0.99;0.022025554;0.072098029;504;0.92
relu;(50, 25);0;0.001;l2;1.00E-05;32;1.00E-05;0.8;0.022025902;0.072083381;506;0.31
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;32;1.00E-05;0.9;0.022026633;0.072052593;506;1.67
relu;(50, 25);0.2;0.03;l2;0.01;64;1.00E-05;0.99;0.022031695;0.071839311;504;0.43
relu;(50, 25);0.2;0.003;l1;1.00E-05;16;0.0001;0.8;0.022033644;0.071757206;506;0.37
relu;(100, 50, 25);0.2;0.003;l2;0.01;64;1.00E-05;0.8;0.022037097;0.071611772;504;1.66
relu;(100, 50, 25);0.2;0.001;l2;0.001;64;1.00E-05;0.9;0.022042032;0.071403858;504;1.99
relu;(50, 25);0.2;0.003;l2;0.01;64;1.00E-05;0.99;0.022046538;0.071213998;504;0.4
relu;(50, 25);0;0.03;l1;1.00E-05;16;1.00E-06;0.99;0.022046881;0.071199587;506;0.29
relu;(100, 100, 100, 50);0;0.003;l2;0.01;32;1.00E-05;0.8;0.022047803;0.07116071;506;2.2
relu;(100, 100, 100, 50);0;0.001;l1;0.001;64;1.00E-06;0.99;0.022053474;0.070921811;504;3.31
relu;(50, 25);0;0.003;l2;0.01;64;1.00E-06;0.9;0.022054572;0.070875566;504;0.31
relu;(50, 25);0.2;0.003;l1;1.00E-05;16;0.0001;0.99;0.022059862;0.070652697;506;0.38
relu;(100, 50, 25);0.2;0.003;l2;0.001;16;1.00E-05;0.9;0.022060071;0.070643874;506;1.45
relu;(50, 25);0.2;0.001;l2;1.00E-05;64;0.0001;0.8;0.022064946;0.070438511;504;0.34
relu;(100, 50, 25);0;0.001;l1;0.001;16;1.00E-05;0.8;0.022066754;0.07036235;506;1.31
relu;(50, 25);0;0.003;l2;0.001;64;1.00E-06;0.99;0.022071931;0.070144265;504;0.33
relu;(50, 25);0;0.001;l2;0.01;16;0.0001;0.99;0.022073918;0.070060523;506;0.28
relu;(50, 25);0.2;0.003;l1;0.001;16;0.0001;0.99;0.022074263;0.070046016;506;0.34
relu;(100, 50, 25);0.2;0.003;l2;0.001;32;1.00E-05;0.9;0.022076414;0.069955378;506;1.88
relu;(50, 25);0.2;0.003;l2;0.001;16;1.00E-06;0.9;0.022077962;0.069890184;506;0.23
relu;(100, 100, 100, 50);0.2;0.003;l1;1.00E-05;32;1.00E-05;0.9;0.022078964;0.069847967;506;0.78
relu;(50, 25);0.2;0.001;l1;0.001;64;1.00E-05;0.99;0.022081136;0.06975644;504;0.32
relu;(100, 50, 25);0.2;0.003;l2;0.001;64;1.00E-06;0.8;0.022081148;0.06975597;504;1.94
relu;(100, 50, 25);0;0.003;l1;1.00E-05;64;0.0001;0.99;0.022081307;0.069749245;504;1.52
relu;(100, 50, 25);0.2;0.001;l1;1.00E-05;32;1.00E-05;0.8;0.022085342;0.069579263;506;1.54
relu;(100, 50, 25);0;0.001;l1;0.01;64;1.00E-05;0.8;0.022087421;0.069491698;504;0.95
relu;(50, 25);0;0.001;l2;1.00E-05;16;1.00E-06;0.99;0.022090681;0.069354338;506;0.22
relu;(100, 50, 25);0;0.03;l2;0.01;16;1.00E-05;0.9;0.022096097;0.069126182;506;1.24
relu;(100, 100, 100, 50);0;0.003;l1;0.001;32;1.00E-05;0.9;0.022096645;0.069103092;506;2.46
relu;(50, 25);0.2;0.003;l2;0.01;64;1.00E-06;0.8;0.022097796;0.069054586;504;0.38
relu;(100, 100, 100, 50);0;0.001;l2;0.001;16;1.00E-06;0.8;0.022104171;0.068786027;506;1.78
relu;(100, 50, 25);0;0.003;l2;0.001;16;1.00E-05;0.8;0.022104513;0.068771623;506;0.31
relu;(100, 50, 25);0.2;0.001;l2;0.01;32;1.00E-06;0.8;0.02210501;0.0687507;506;1.58
relu;(50, 25);0.2;0.001;l1;0.001;32;1.00E-06;0.9;0.022106319;0.068695527;506;0.27
relu;(50, 25);0;0.03;l2;0.001;32;0.0001;0.9;0.0221089;0.068586796;506;0.29
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;64;1.00E-05;0.99;0.022109756;0.068550725;504;1.97
relu;(100, 50, 25);0.2;0.001;l2;0.01;64;1.00E-06;0.99;0.022109992;0.068540787;504;1.96
relu;(50, 25);0.2;0.001;l2;0.01;16;1.00E-05;0.99;0.022110202;0.068531955;506;0.28
relu;(100, 50, 25);0.2;0.03;l2;0.001;16;0.0001;0.8;0.022114598;0.068346761;506;1.65
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;64;1.00E-05;0.8;0.02211534;0.068315505;504;1.16
relu;(100, 50, 25);0.2;0.001;l1;0.001;16;1.00E-06;0.9;0.022115372;0.068314162;506;1.63
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;0.0001;0.99;0.022121588;0.068052272;506;2.34
relu;(100, 100, 100, 50);0;0.001;l1;0.001;16;0.0001;0.99;0.022122983;0.067993515;506;1.79
relu;(50, 25);0.2;0.001;l1;1.00E-05;64;1.00E-06;0.9;0.022123682;0.067964069;504;0.41
relu;(50, 25);0.2;0.003;l2;0.01;32;1.00E-05;0.8;0.022124574;0.067926465;506;0.37
relu;(100, 50, 25);0.2;0.001;l1;1.00E-05;16;1.00E-05;0.8;0.02212675;0.067834813;506;1.72
relu;(50, 25);0.2;0.003;l2;0.01;64;1.00E-05;0.9;0.022127746;0.067792841;504;0.57
relu;(100, 50, 25);0;0.003;l2;0.001;64;1.00E-05;0.8;0.02213082;0.067663342;504;1.49
relu;(50, 25);0;0.03;l1;1.00E-05;32;0.0001;0.8;0.022132524;0.067591542;506;0.31
relu;(100, 50, 25);0.2;0.003;l2;0.001;16;1.00E-06;0.9;0.022133905;0.067533404;506;1.45
relu;(100, 100, 100, 50);0;0.03;l1;1.00E-05;16;1.00E-05;0.8;0.022134017;0.06752866;506;2.15
relu;(50, 25);0.2;0.003;l2;0.01;64;0.0001;0.99;0.022138554;0.067337527;504;0.41
relu;(50, 25);0;0.03;l2;0.01;32;1.00E-05;0.9;0.022141041;0.067232774;506;0.28
relu;(100, 50, 25);0;0.001;l1;0.001;32;1.00E-06;0.8;0.022141673;0.067206138;506;1.41
relu;(100, 100, 100, 50);0.2;0.003;l1;1.00E-05;16;1.00E-06;0.9;0.022142189;0.067184411;506;1.43
relu;(50, 25);0;0.03;l1;0.001;16;0.0001;0.9;0.022145673;0.067037617;506;0.32
relu;(50, 25);0;0.003;l2;0.01;16;1.00E-06;0.99;0.022148663;0.066911654;506;0.21
relu;(50, 25);0;0.003;l2;0.001;16;0.0001;0.99;0.022149418;0.066879855;506;0.27
relu;(100, 50, 25);0.2;0.001;l2;0.001;32;1.00E-05;0.8;0.02215052;0.066833416;506;1.56
relu;(100, 50, 25);0.2;0.003;l2;0.01;64;1.00E-06;0.99;0.022151236;0.066803259;504;0.96
relu;(100, 50, 25);0;0.001;l2;0.001;32;1.00E-06;0.99;0.022152416;0.066753552;506;0.44
relu;(50, 25);0.2;0.003;l1;0.001;32;1.00E-05;0.8;0.022154943;0.066647088;506;0.36
relu;(100, 100, 100, 50);0;0.003;l2;0.001;32;1.00E-06;0.9;0.022155014;0.066644111;506;2.21
relu;(100, 100, 100, 50);0;0.03;l2;1.00E-05;16;1.00E-05;0.8;0.022156256;0.066591758;506;0.53
relu;(100, 100, 100, 50);0;0.003;l2;1.00E-05;64;1.00E-06;0.8;0.022160972;0.066393104;504;2.69
relu;(100, 100, 100, 50);0;0.001;l2;0.001;32;1.00E-06;0.9;0.022161819;0.066357398;506;2.06
relu;(50, 25);0;0.001;l1;0.01;32;1.00E-05;0.9;0.022178262;0.065664698;506;0.48
relu;(100, 50, 25);0;0.03;l2;0.001;16;1.00E-05;0.99;0.022180079;0.065588151;506;1.23
relu;(100, 100, 100, 50);0;0.003;l2;0.001;16;1.00E-05;0.8;0.022180878;0.065554489;506;2.29
relu;(100, 50, 25);0.2;0.001;l2;0.01;64;1.00E-06;0.9;0.022184946;0.065383102;504;1.91
relu;(100, 50, 25);0.2;0.003;l2;0.001;16;0.0001;0.99;0.022190737;0.065139141;506;1.68
relu;(100, 50, 25);0;0.003;l2;1.00E-05;64;0.0001;0.8;0.022191169;0.065120929;504;0.68
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;1.00E-06;0.99;0.022201423;0.064688935;506;1.98
relu;(50, 25);0.2;0.001;l2;0.01;64;1.00E-05;0.8;0.022202093;0.064660717;504;0.44
relu;(100, 100, 100, 50);0;0.003;l1;0.001;64;1.00E-05;0.9;0.022205786;0.064505131;504;3.07
relu;(50, 25);0.2;0.03;l1;1.00E-05;32;1.00E-05;0.8;0.022209015;0.06436911;506;0.4
relu;(100, 50, 25);0;0.003;l1;0.01;32;1.00E-05;0.99;0.02220967;0.064341503;506;1.55
relu;(50, 25);0;0.001;l1;0.001;16;0.0001;0.99;0.022212595;0.06421831;506;0.3
relu;(100, 50, 25);0;0.03;l1;1.00E-05;32;1.00E-06;0.9;0.022214539;0.064136415;506;1.49
relu;(100, 100, 100, 50);0;0.003;l1;0.001;32;1.00E-05;0.8;0.022216102;0.064070541;506;2.17
relu;(100, 50, 25);0.2;0.003;l1;0.01;16;0.0001;0.9;0.022219135;0.063942764;506;1.26
relu;(100, 100, 100, 50);0.2;0.003;l2;1.00E-05;32;1.00E-05;0.9;0.022219894;0.063910785;506;0.66
relu;(100, 50, 25);0.2;0.001;l2;0.01;64;0.0001;0.99;0.022220325;0.063892653;504;1.3
relu;(100, 50, 25);0;0.03;l2;0.001;16;1.00E-06;0.8;0.022220564;0.063882593;506;1.09
relu;(100, 50, 25);0.2;0.03;l2;0.001;32;1.00E-05;0.8;0.022222255;0.063811321;506;1.75
relu;(50, 25);0.2;0.003;l2;0.01;32;1.00E-05;0.9;0.022223167;0.063772919;506;0.37
relu;(50, 25);0.2;0.003;l1;0.001;16;1.00E-05;0.99;0.022224446;0.063719015;506;0.38
relu;(100, 50, 25);0.2;0.001;l2;1.00E-05;64;0.0001;0.8;0.022226612;0.063627762;504;1.59
relu;(100, 50, 25);0;0.003;l1;0.01;64;1.00E-05;0.99;0.022228192;0.063561223;504;0.76
relu;(100, 100, 100, 50);0.2;0.03;l1;1.00E-05;16;0.0001;0.8;0.022230212;0.063476129;506;0.66
relu;(100, 100, 100, 50);0;0.001;l1;0.001;32;1.00E-06;0.99;0.022231318;0.063429519;506;2.28
relu;(50, 25);0;0.03;l1;1.00E-05;64;0.0001;0.9;0.022233193;0.063350553;504;0.37
relu;(100, 50, 25);0.2;0.001;l2;0.01;32;1.00E-06;0.9;0.022238167;0.063141008;506;1.71
relu;(50, 25);0.2;0.001;l2;0.001;64;0.0001;0.8;0.022239099;0.063101715;504;0.42
relu;(100, 50, 25);0.2;0.003;l2;0.01;64;0.0001;0.9;0.022248702;0.062697184;504;1.45
relu;(50, 25);0.2;0.001;l2;0.001;16;1.00E-06;0.8;0.022249232;0.062674848;506;0.35
relu;(50, 25);0;0.003;l1;0.001;16;0.0001;0.99;0.02225185;0.062564549;506;0.29
relu;(50, 25);0.2;0.001;l2;0.01;64;1.00E-05;0.99;0.022251967;0.062559636;504;0.42
relu;(50, 25);0;0.003;l1;0.001;64;1.00E-06;0.9;0.02225869;0.06227639;504;0.36
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;64;1.00E-06;0.8;0.02225893;0.062266291;504;1.75
relu;(50, 25);0;0.001;l2;0.01;16;1.00E-05;0.8;0.022259515;0.062241626;506;0.29
relu;(100, 100, 100, 50);0.2;0.03;l1;1.00E-05;64;1.00E-06;0.9;0.022259929;0.062224211;504;0.99
relu;(100, 50, 25);0;0.001;l2;0.01;64;1.00E-06;0.99;0.022259936;0.062223894;504;1.34
relu;(100, 50, 25);0;0.03;l2;0.01;64;1.00E-05;0.8;0.022261972;0.062138115;504;1.54
relu;(50, 25);0;0.003;l2;0.01;64;1.00E-06;0.8;0.022263162;0.062087989;504;0.29
relu;(100, 50, 25);0.2;0.001;l1;1.00E-05;64;1.00E-06;0.8;0.022266934;0.06192907;504;1.94
relu;(50, 25);0.2;0.003;l2;1.00E-05;32;0.0001;0.99;0.022267524;0.061904219;506;0.35
relu;(50, 25);0.2;0.003;l2;0.01;16;1.00E-05;0.9;0.022271019;0.061756996;506;0.3
relu;(100, 50, 25);0.2;0.001;l2;0.01;16;1.00E-06;0.99;0.022271355;0.061742813;506;1.43
relu;(100, 100, 100, 50);0;0.001;l1;0.001;32;1.00E-05;0.99;0.022272431;0.061697493;506;2.46
relu;(50, 25);0;0.03;l2;0.01;32;1.00E-06;0.8;0.022276698;0.061517739;506;0.28
relu;(50, 25);0;0.003;l1;0.001;64;1.00E-05;0.9;0.0222771;0.061500821;504;0.33
relu;(100, 50, 25);0.2;0.003;l1;1.00E-05;32;0.0001;0.9;0.022278294;0.061450508;506;1.72
relu;(100, 50, 25);0;0.001;l2;0.01;64;0.0001;0.8;0.022282291;0.06128213;504;1.31
relu;(50, 25);0;0.03;l1;0.001;64;1.00E-06;0.8;0.022282296;0.061281889;504;0.36
relu;(100, 50, 25);0;0.001;l1;0.001;64;1.00E-06;0.9;0.022283085;0.06124868;504;1.45
relu;(100, 100, 100, 50);0.2;0.003;l1;1.00E-05;64;1.00E-05;0.8;0.022283739;0.061221113;504;1.15
relu;(100, 50, 25);0;0.001;l1;1.00E-05;64;1.00E-05;0.8;0.022284252;0.061199511;504;0.77
relu;(50, 25);0;0.001;l1;0.001;64;0.0001;0.9;0.022285053;0.061165748;504;0.35
relu;(50, 25);0.2;0.001;l1;0.001;16;0.0001;0.9;0.022287983;0.061042339;506;0.35
relu;(50, 25);0.2;0.003;l2;0.01;16;0.0001;0.9;0.022288248;0.06103117;506;0.32
relu;(100, 100, 100, 50);0;0.03;l1;1.00E-05;32;0.0001;0.8;0.022288879;0.061004554;506;1.72
relu;(100, 100, 100, 50);0.2;0.001;l1;0.001;64;1.00E-05;0.8;0.022292153;0.060866658;504;1.71
relu;(50, 25);0.2;0.003;l2;0.01;64;1.00E-06;0.99;0.022293503;0.060809759;504;0.56
relu;(100, 50, 25);0.2;0.003;l2;0.01;64;1.00E-05;0.99;0.022298468;0.060600616;504;1.61
relu;(100, 50, 25);0.2;0.001;l2;0.01;64;1.00E-05;0.9;0.022300708;0.060506214;504;1.88
relu;(50, 25);0.2;0.001;l1;1.00E-05;64;1.00E-05;0.99;0.022303592;0.060384736;504;0.42
relu;(50, 25);0.2;0.003;l2;0.001;16;1.00E-06;0.8;0.02230364;0.060382706;506;0.25
relu;(100, 100, 100, 50);0.2;0.003;l2;1.00E-05;64;1.00E-05;0.8;0.022303665;0.060381675;504;0.86
relu;(100, 100, 100, 50);0;0.003;l1;1.00E-05;16;0.0001;0.99;0.022305437;0.060307001;506;1.92
relu;(50, 25);0;0.001;l2;0.001;64;1.00E-05;0.9;0.022305885;0.060288127;504;0.26
relu;(50, 25);0;0.03;l2;0.01;16;0.0001;0.9;0.022306608;0.06025766;506;0.23
relu;(100, 100, 100, 50);0.2;0.003;l2;1.00E-05;64;1.00E-06;0.8;0.022306632;0.060256669;504;1.22
relu;(50, 25);0;0.003;l1;0.001;16;1.00E-06;0.99;0.022310728;0.060084107;506;0.21
relu;(100, 100, 100, 50);0.2;0.003;l2;1.00E-05;32;1.00E-05;0.99;0.022310731;0.060083974;506;0.65
relu;(50, 25);0.2;0.003;l2;0.01;32;0.0001;0.99;0.022315639;0.059877225;506;0.31
relu;(100, 50, 25);0.2;0.001;l1;0.01;16;0.0001;0.8;0.022316357;0.059846948;506;1.5
relu;(50, 25);0.2;0.001;l2;0.01;32;1.00E-05;0.99;0.022318106;0.059773295;506;0.37
relu;(100, 100, 100, 50);0.2;0.003;l1;0.001;16;0.0001;0.99;0.022319061;0.059733065;506;0.74
relu;(100, 100, 100, 50);0;0.003;l1;0.001;16;0.0001;0.9;0.022320818;0.059659049;506;2.17
relu;(50, 25);0.2;0.001;l1;0.001;64;1.00E-05;0.8;0.022327275;0.059387007;504;0.41
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;1.00E-06;0.9;0.022327324;0.059384938;506;2.11
relu;(50, 25);0;0.001;l1;0.001;16;1.00E-05;0.99;0.022327987;0.059357021;506;0.27
relu;(50, 25);0;0.03;l2;0.001;16;0.0001;0.99;0.022328083;0.059352969;506;0.26
relu;(100, 100, 100, 50);0.2;0.03;l2;0.001;64;1.00E-05;0.9;0.022331838;0.059194796;504;1.01
relu;(50, 25);0.2;0.001;l2;1.00E-05;32;1.00E-06;0.99;0.022331886;0.059192771;506;0.25
relu;(50, 25);0;0.03;l2;0.01;64;1.00E-06;0.99;0.022342906;0.05872848;504;0.31
relu;(100, 100, 100, 50);0.2;0.001;l2;1.00E-05;64;1.00E-06;0.9;0.022350942;0.058389955;504;1.64
relu;(50, 25);0;0.003;l1;0.001;32;1.00E-06;0.8;0.022352005;0.058345164;506;0.27
relu;(50, 25);0.2;0.001;l2;0.01;32;1.00E-06;0.8;0.022352154;0.058338879;506;0.33
relu;(50, 25);0;0.03;l2;0.01;16;1.00E-05;0.9;0.022353268;0.058291962;506;0.2
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;1.00E-06;0.8;0.022354833;0.058226046;506;1.98
relu;(100, 50, 25);0.2;0.003;l1;0.001;16;1.00E-05;0.99;0.022357831;0.058099753;506;1.27
relu;(100, 50, 25);0;0.03;l2;0.01;16;1.00E-05;0.99;0.022358203;0.058084045;506;1.05
