akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;RMSPropconst;RMSProprate;MSE;R2;TrainSteps;Time_s
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;64;1.00E-05;0.8;0.020011778;0.044311222;549;6.71
relu;(50, 25);0;0.01;l2;0.01;32;0.0001;0.99;0.020012522;0.044275684;610;1.46
relu;(100, 100, 100, 50);0.1;0.001;l1;0.001;64;0.0001;0.9;0.020012643;0.044269917;549;5.77
sigmoid;(50, 25);0.1;0.001;l2;1.00E-05;16;1.00E-06;0.8;0.020013714;0.044218764;732;13.04
relu;(100, 100, 100, 50);0;0.01;l2;0.01;64;0.0001;0.9;0.020016132;0.044103302;549;3.61
relu;(50, 25);0.3;0.001;l2;0.001;32;1.00E-05;0.9;0.020017483;0.044038777;610;1.83
sigmoid;(50, 25);0;0.03;l1;1.00E-05;16;0.0001;0.99;0.020018442;0.04399299;732;12.76
relu;(100, 50, 25);0.3;0.001;l2;1.00E-05;16;1.00E-06;0.8;0.020022322;0.043807667;732;4.59
relu;(100, 100, 100, 50);0.3;0.003;l2;0.001;32;1.00E-06;0.8;0.020023008;0.043774929;610;10.39
sigmoid;(50, 25);0.1;0.003;l2;1.00E-05;32;1.00E-06;0.99;0.020024031;0.043726061;610;11.21
sigmoid;(50, 25);0;0.03;l1;1.00E-05;16;0.0001;0.8;0.020024052;0.043725067;732;11.58
sigmoid;(50, 25);0;0.01;l2;0.001;64;1.00E-06;0.9;0.020024083;0.043723613;549;11.02
relu;(50, 25);0.3;0.003;l2;1.00E-05;16;0.0001;0.99;0.020024112;0.043722203;732;2.37
sigmoid;(50, 25);0.1;0.01;l2;1.00E-05;64;1.00E-06;0.8;0.020027848;0.043543798;549;11.25
sigmoid;(50, 25);0;0.001;l2;0.001;64;1.00E-06;0.8;0.020030303;0.043426558;549;11.92
relu;(50, 25);0.3;0.01;l2;0.001;32;0.0001;0.9;0.020032392;0.043326775;610;1.84
relu;(100, 100, 100, 50);0.1;0.001;l1;0.001;32;1.00E-05;0.8;0.020033085;0.043293693;610;6
relu;(100, 50, 25);0.1;0.003;l1;1.00E-05;32;1.00E-06;0.9;0.020033372;0.043279973;610;4.03
relu;(50, 25);0.3;0.03;l2;1.00E-05;16;1.00E-05;0.9;0.020037494;0.043083121;732;2.17
relu;(100, 50, 25);0.3;0.01;l2;0.001;16;1.00E-06;0.8;0.0200394;0.04299209;732;4.51
relu;(50, 25);0;0.01;l2;0.01;16;0.0001;0.99;0.020041405;0.042896364;732;1.71
sigmoid;(50, 25);0.1;0.003;l2;1.00E-05;32;1.00E-06;0.8;0.020041563;0.042888793;610;11.11
relu;(100, 50, 25);0;0.03;l2;0.01;16;1.00E-06;0.9;0.020045435;0.042703876;732;3.03
relu;(50, 25);0.3;0.001;l2;0.001;16;1.00E-05;0.8;0.020045908;0.042681305;732;2.22
relu;(100, 100, 100, 50);0.1;0.001;l1;0.001;32;0.0001;0.8;0.020047756;0.042593078;610;6.03
relu;(50, 25);0.1;0.003;l1;0.001;16;0.0001;0.8;0.020048791;0.042543641;732;2.4
relu;(100, 100, 100, 50);0.1;0.001;l1;0.001;16;0.0001;0.9;0.020048988;0.042534197;732;6.81
relu;(50, 25);0.3;0.001;l2;1.00E-05;64;0.0001;0.9;0.020049043;0.042531596;549;1.78
relu;(100, 50, 25);0.3;0.001;l2;0.01;32;1.00E-06;0.9;0.020049505;0.042509525;610;4.93
relu;(100, 100, 100, 50);0;0.003;l2;0.01;16;1.00E-06;0.9;0.020051063;0.042435113;732;4.05
relu;(100, 50, 25);0;0.03;l1;0.001;32;1.00E-05;0.9;0.020052657;0.042358994;610;2.79
relu;(100, 50, 25);0.1;0.003;l1;0.001;32;0.0001;0.8;0.020053341;0.042326342;610;4.04
sigmoid;(50, 25);0;0.003;l2;1.00E-05;32;0.0001;0.9;0.020054502;0.042270884;610;10.82
relu;(100, 50, 25);0.1;0.01;l2;0.001;64;0.0001;0.9;0.020054624;0.042265088;549;3.44
relu;(100, 100, 100, 50);0.1;0.001;l2;0.001;16;1.00E-05;0.8;0.020057675;0.042119357;732;6.88
relu;(100, 100, 100, 50);0;0.003;l1;0.001;16;1.00E-05;0.8;0.020058372;0.042086057;732;4.31
relu;(50, 25);0.3;0.01;l2;0.001;32;0.0001;0.8;0.020058375;0.042085913;610;2.09
relu;(100, 100, 100, 50);0;0.01;l2;0.01;32;1.00E-05;0.9;0.020058749;0.042068082;610;3.48
relu;(50, 25);0.1;0.001;l2;1.00E-05;32;0.0001;0.9;0.020058925;0.042059661;610;2.04
relu;(50, 25);0.3;0.003;l1;1.00E-05;32;1.00E-05;0.9;0.020059278;0.042042828;610;1.9
sigmoid;(50, 25);0;0.03;l2;1.00E-05;32;0.0001;0.9;0.020059477;0.042033324;610;11.01
relu;(50, 25);0.1;0.01;l2;1.00E-05;64;0.0001;0.8;0.02006133;0.041944803;549;1.83
relu;(100, 100, 100, 50);0;0.003;l1;0.001;32;0.0001;0.99;0.02006172;0.041926199;610;3.9
relu;(100, 50, 25);0.1;0.003;l1;1.00E-05;32;0.0001;0.99;0.020061733;0.04192556;610;4.22
sigmoid;(50, 25);0;0.01;l2;0.001;16;0.0001;0.99;0.02006278;0.041875572;732;13.83
relu;(50, 25);0.3;0.003;l2;0.001;64;0.0001;0.99;0.020063334;0.041849109;549;1.74
relu;(100, 100, 100, 50);0.1;0.003;l1;1.00E-05;64;0.0001;0.8;0.020064029;0.041815894;549;6.41
relu;(50, 25);0;0.01;l1;0.001;32;1.00E-05;0.9;0.020064896;0.041774505;610;1.85
relu;(50, 25);0.1;0.03;l1;0.001;16;1.00E-05;0.9;0.020067455;0.041652321;732;2.32
relu;(100, 100, 100, 50);0.1;0.001;l1;0.001;32;1.00E-05;0.99;0.020067821;0.041634849;610;5.84
relu;(100, 50, 25);0.1;0.03;l2;0.01;32;1.00E-06;0.9;0.02006986;0.041537454;610;3.84
relu;(50, 25);0.3;0.01;l1;0.001;32;1.00E-06;0.8;0.020073612;0.041358284;610;2.18
sigmoid;(50, 25);0;0.003;l2;0.001;16;0.0001;0.9;0.020073831;0.041347812;732;12.43
sigmoid;(50, 25);0;0.003;l2;0.001;32;1.00E-05;0.8;0.020074028;0.041338412;610;12.38
relu;(100, 100, 100, 50);0;0.003;l1;0.001;64;1.00E-06;0.9;0.020076013;0.041243616;549;3.83
relu;(100, 50, 25);0.1;0.001;l1;0.001;64;0.0001;0.8;0.02007681;0.041205561;549;3.95
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;64;0.0001;0.99;0.020077064;0.041193417;549;3.64
relu;(100, 50, 25);0.1;0.003;l2;0.01;32;0.0001;0.99;0.020077846;0.041156083;610;3.94
sigmoid;(50, 25);0;0.001;l2;1.00E-05;64;1.00E-06;0.9;0.020078387;0.041130213;549;11.26
relu;(50, 25);0.3;0.03;l2;0.01;64;1.00E-05;0.99;0.020080452;0.041031628;549;1.81
relu;(50, 25);0;0.003;l2;0.01;16;1.00E-05;0.8;0.020082357;0.040940636;732;1.65
sigmoid;(50, 25);0.1;0.03;l2;1.00E-05;16;1.00E-05;0.9;0.020084241;0.040850672;732;13.74
relu;(100, 100, 100, 50);0.1;0.03;l2;0.001;64;1.00E-06;0.8;0.020084773;0.040825267;549;9.67
relu;(50, 25);0.3;0.001;l2;0.01;64;0.0001;0.9;0.02008528;0.040801026;549;1.85
relu;(50, 25);0.3;0.001;l1;0.001;32;1.00E-05;0.99;0.020087199;0.04070942;610;1.99
sigmoid;(50, 25);0.1;0.03;l1;1.00E-05;16;1.00E-05;0.9;0.02008834;0.040654922;732;12.56
relu;(100, 50, 25);0.1;0.001;l2;0.001;64;0.0001;0.9;0.020088417;0.040651227;549;3.63
relu;(100, 50, 25);0.1;0.001;l1;0.001;32;1.00E-05;0.9;0.020092492;0.040456638;610;4.2
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;1.00E-06;0.99;0.020094398;0.040365591;732;6.27
sigmoid;(50, 25);0;0.003;l1;1.00E-05;16;0.0001;0.8;0.020095052;0.040334373;732;12.88
relu;(100, 50, 25);0.1;0.01;l2;0.001;16;1.00E-05;0.99;0.020095567;0.040309799;732;5.07
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;64;0.0001;0.99;0.02009602;0.040288136;549;5.58
relu;(100, 50, 25);0;0.03;l2;0.01;32;1.00E-05;0.8;0.020100193;0.040088846;610;2.58
relu;(50, 25);0.3;0.003;l2;0.001;64;0.0001;0.8;0.020103198;0.039945328;549;1.95
relu;(50, 25);0.1;0.01;l2;0.01;64;1.00E-05;0.9;0.020103529;0.039929541;549;1.86
relu;(50, 25);0.3;0.001;l1;0.001;64;1.00E-05;0.99;0.020103616;0.039925398;549;1.83
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;0.0001;0.9;0.020103786;0.039917246;732;7.49
relu;(100, 50, 25);0;0.01;l1;0.001;64;0.0001;0.8;0.02010647;0.039789108;549;4.8
relu;(100, 100, 100, 50);0;0.003;l1;0.001;64;1.00E-05;0.99;0.020106884;0.039769302;549;3.88
sigmoid;(50, 25);0.1;0.01;l2;1.00E-05;32;1.00E-05;0.99;0.020107206;0.039753958;610;11.05
relu;(100, 50, 25);0.1;0.003;l1;0.001;16;1.00E-05;0.8;0.020107369;0.039746175;732;4.99
sigmoid;(50, 25);0.1;0.003;l1;1.00E-05;32;1.00E-06;0.9;0.020110347;0.03960393;610;12.06
relu;(100, 50, 25);0;0.03;l2;0.01;64;0.0001;0.99;0.020110574;0.039593109;549;2.5
sigmoid;(50, 25);0;0.001;l2;1.00E-05;32;1.00E-05;0.99;0.020112708;0.039491184;610;12.32
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;32;0.0001;0.99;0.020115341;0.039365465;610;5.72
sigmoid;(50, 25);0;0.001;l2;1.00E-05;16;1.00E-05;0.99;0.020115532;0.03935634;732;13.79
relu;(100, 50, 25);0.1;0.03;l2;0.001;64;0.0001;0.9;0.020116117;0.039328371;549;3.57
sigmoid;(50, 25);0;0.001;l2;1.00E-05;32;1.00E-05;0.9;0.020116203;0.039324296;610;12.44
relu;(100, 50, 25);0.1;0.01;l2;0.01;64;0.0001;0.99;0.02011637;0.039316326;549;3.51
relu;(50, 25);0.1;0.01;l2;0.01;16;1.00E-05;0.8;0.020117246;0.039274467;732;2.42
sigmoid;(100, 50, 25);0;0.003;l2;1.00E-05;16;1.00E-06;0.8;0.020118478;0.039215641;732;26.97
relu;(100, 100, 100, 50);0;0.003;l1;0.001;16;0.0001;0.99;0.020120092;0.03913854;732;4.2
relu;(50, 25);0.3;0.001;l1;1.00E-05;32;1.00E-05;0.8;0.020120834;0.039103102;610;2.04
sigmoid;(50, 25);0;0.003;l2;1.00E-05;32;0.0001;0.8;0.020121444;0.039073996;610;11.31
relu;(50, 25);0.3;0.003;l2;0.01;16;1.00E-05;0.8;0.020123362;0.038982387;732;2.35
sigmoid;(50, 25);0.1;0.003;l2;1.00E-05;32;1.00E-06;0.9;0.020124138;0.038945332;610;11.61
relu;(100, 100, 100, 50);0.1;0.003;l2;1.00E-05;32;1.00E-06;0.99;0.02012512;0.038898422;610;5.53
relu;(100, 100, 100, 50);0.1;0.01;l2;0.001;32;1.00E-06;0.99;0.020126697;0.038823111;610;5.5
relu;(50, 25);0.3;0.003;l2;0.001;16;1.00E-05;0.8;0.020126757;0.038820252;732;2.23
relu;(50, 25);0.3;0.01;l2;0.001;16;1.00E-05;0.99;0.020127024;0.038807523;732;2.2
sigmoid;(50, 25);0;0.003;l1;1.00E-05;32;0.0001;0.9;0.020127305;0.038794094;610;11.75
sigmoid;(50, 25);0;0.001;l2;0.001;64;1.00E-06;0.9;0.020133094;0.038517635;549;11.88
relu;(50, 25);0.3;0.003;l1;0.001;32;0.0001;0.8;0.020133595;0.038493721;610;2.04
sigmoid;(50, 25);0.1;0.03;l1;1.00E-05;16;1.00E-06;0.8;0.020135257;0.038414313;732;12.3
relu;(50, 25);0.3;0.01;l2;1.00E-05;32;0.0001;0.8;0.020137134;0.038324715;610;1.87
relu;(100, 50, 25);0.3;0.01;l2;1.00E-05;32;1.00E-06;0.9;0.020137749;0.038295335;610;3.97
relu;(50, 25);0.3;0.03;l2;0.001;32;0.0001;0.9;0.020138272;0.038270366;610;1.93
sigmoid;(50, 25);0;0.01;l2;0.001;32;0.0001;0.9;0.020139226;0.038224802;610;11.25
sigmoid;(50, 25);0;0.01;l2;0.001;32;1.00E-05;0.8;0.020139918;0.038191752;610;11.09
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;1.00E-05;0.9;0.020141417;0.03812013;732;6.65
relu;(50, 25);0.3;0.01;l1;1.00E-05;16;0.0001;0.8;0.020141917;0.038096297;732;2.37
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;64;0.0001;0.8;0.020142166;0.038084399;549;5.38
relu;(100, 100, 100, 50);0;0.003;l2;0.01;16;1.00E-05;0.9;0.020142211;0.038082251;732;3.92
relu;(100, 50, 25);0;0.01;l1;0.001;16;0.0001;0.9;0.020142503;0.038068306;732;5.49
relu;(50, 25);0.3;0.003;l2;1.00E-05;64;1.00E-05;0.9;0.020143394;0.038025761;549;2
relu;(100, 50, 25);0;0.01;l2;0.01;16;1.00E-06;0.9;0.020143492;0.038021048;732;3.06
relu;(50, 25);0.3;0.001;l1;0.001;32;1.00E-05;0.9;0.020143665;0.038012778;610;1.95
relu;(100, 100, 100, 50);0;0.003;l1;0.001;32;1.00E-06;0.9;0.020147032;0.037851985;610;3.99
relu;(100, 50, 25);0.1;0.03;l2;0.001;64;1.00E-06;0.8;0.020149836;0.03771809;549;3.4
relu;(100, 50, 25);0.1;0.003;l2;0.01;32;0.0001;0.9;0.020149854;0.03771725;610;3.86
relu;(100, 50, 25);0;0.03;l2;0.01;32;1.00E-05;0.99;0.02015025;0.037698298;610;2.54
sigmoid;(50, 25);0;0.003;l1;1.00E-05;16;0.0001;0.99;0.020152199;0.037605263;732;14.07
relu;(100, 100, 100, 50);0;0.03;l2;0.01;32;1.00E-06;0.9;0.020152996;0.037567201;610;3.51
relu;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;16;0.0001;0.8;0.020153317;0.037551874;732;6.43
relu;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;16;0.0001;0.99;0.020155805;0.037433013;732;6.33
sigmoid;(50, 25);0;0.01;l2;0.001;32;1.00E-05;0.9;0.020156483;0.037400644;610;11.02
sigmoid;(50, 25);0;0.01;l1;1.00E-05;64;0.0001;0.9;0.020156545;0.037397686;549;11.6
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;32;1.00E-06;0.8;0.020156562;0.037396876;610;5.56
relu;(100, 100, 100, 50);0;0.003;l2;0.01;16;1.00E-05;0.99;0.020157273;0.037362929;732;3.89
sigmoid;(50, 25);0;0.01;l2;0.001;16;1.00E-05;0.8;0.020158401;0.037309074;732;11.88
relu;(50, 25);0.1;0.01;l2;0.01;16;0.0001;0.99;0.020158472;0.037305655;732;2.23
relu;(100, 50, 25);0;0.01;l2;0.01;64;0.0001;0.99;0.020158821;0.037289021;549;2.5
relu;(100, 50, 25);0.3;0.003;l2;0.001;16;1.00E-05;0.99;0.020158845;0.037287864;732;4.46
sigmoid;(50, 25);0;0.003;l2;0.001;64;0.0001;0.9;0.0201602;0.037223128;549;11.05
relu;(100, 100, 100, 50);0.3;0.01;l2;0.001;32;1.00E-05;0.9;0.020160236;0.037221417;610;10.25
relu;(100, 100, 100, 50);0;0.003;l2;0.01;32;1.00E-06;0.8;0.020160676;0.037200391;610;3.83
sigmoid;(50, 25);0.1;0.01;l2;1.00E-05;32;1.00E-06;0.8;0.020163664;0.03705774;610;11.52
sigmoid;(50, 25);0;0.01;l2;0.001;64;0.0001;0.8;0.020164335;0.037025688;549;9.03
relu;(100, 50, 25);0;0.01;l2;0.01;32;1.00E-06;0.9;0.020164991;0.036994342;610;2.74
sigmoid;(50, 25);0;0.001;l2;0.001;64;1.00E-05;0.8;0.020165046;0.03699171;549;11.54
relu;(50, 25);0.3;0.003;l2;1.00E-05;64;1.00E-05;0.8;0.020165774;0.03695693;549;1.76
relu;(50, 25);0;0.03;l1;0.001;32;1.00E-05;0.8;0.020169129;0.036796725;610;1.54
relu;(50, 25);0.3;0.003;l2;0.01;64;1.00E-05;0.9;0.020169765;0.036766358;549;1.81
relu;(50, 25);0;0.03;l1;0.001;32;1.00E-06;0.9;0.020169943;0.036757876;610;1.64
sigmoid;(50, 25);0.1;0.003;l2;0.001;64;1.00E-06;0.99;0.020170058;0.03675236;549;12.87
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;32;1.00E-05;0.8;0.020172208;0.036649684;610;3.97
relu;(100, 100, 100, 50);0.1;0.001;l1;0.001;64;1.00E-06;0.99;0.020172682;0.036627054;549;5.58
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;64;1.00E-06;0.99;0.020172853;0.036618873;549;5.52
relu;(50, 25);0.1;0.01;l1;0.001;64;1.00E-05;0.9;0.020173548;0.036585673;549;1.98
relu;(100, 50, 25);0.1;0.003;l2;0.01;16;1.00E-05;0.99;0.020175835;0.036476471;732;4.85
relu;(50, 25);0.3;0.01;l1;1.00E-05;16;1.00E-05;0.99;0.020177597;0.036392347;732;2.2
relu;(50, 25);0.3;0.001;l1;0.001;32;0.0001;0.9;0.020177803;0.036382487;610;2.04
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.0001;0.9;0.020178141;0.036366346;549;3.57
relu;(50, 25);0.3;0.001;l1;1.00E-05;64;0.0001;0.9;0.020178414;0.03635331;549;1.99
sigmoid;(50, 25);0.1;0.001;l1;1.00E-05;32;1.00E-06;0.99;0.020178677;0.036340736;610;12.27
sigmoid;(50, 25);0.1;0.003;l1;1.00E-05;64;1.00E-06;0.99;0.020178717;0.036338842;549;11.34
sigmoid;(50, 25);0;0.01;l2;0.001;16;0.0001;0.8;0.020178991;0.036325755;732;14.06
sigmoid;(50, 25);0.3;0.03;l1;1.00E-05;16;1.00E-05;0.9;0.02018232;0.036166768;732;13.14
sigmoid;(50, 25);0.1;0.001;l1;1.00E-05;16;1.00E-06;0.8;0.020182876;0.036140217;732;13.61
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;0.0001;0.99;0.020184669;0.03605461;732;6.94
sigmoid;(50, 25);0.1;0.001;l2;1.00E-05;16;1.00E-06;0.9;0.020184808;0.03604797;732;13.9
sigmoid;(50, 25);0.1;0.03;l1;1.00E-05;32;1.00E-05;0.8;0.02018592;0.035994874;610;11.27
sigmoid;(100, 50, 25);0;0.01;l2;1.00E-05;32;1.00E-06;0.99;0.020186651;0.035959952;610;25.88
relu;(50, 25);0.1;0.01;l1;0.001;32;1.00E-06;0.8;0.020186881;0.035948942;610;2.01
relu;(50, 25);0.3;0.03;l1;0.001;16;1.00E-06;0.9;0.020187286;0.035929616;732;2.44
relu;(50, 25);0.3;0.03;l2;0.01;64;1.00E-06;0.8;0.020190003;0.035799885;549;1.9
sigmoid;(50, 25);0;0.03;l2;1.00E-05;16;0.0001;0.9;0.020190165;0.03579211;732;12.49
sigmoid;(50, 25);0;0.001;l2;0.001;64;1.00E-05;0.99;0.020191013;0.03575161;549;11.68
sigmoid;(50, 25);0.1;0.01;l2;0.001;64;1.00E-06;0.9;0.0201916;0.035723593;549;12.53
sigmoid;(50, 25);0.1;0.03;l2;1.00E-05;16;0.0001;0.8;0.020192434;0.035683766;732;12.46
sigmoid;(50, 25);0;0.003;l2;1.00E-05;16;0.0001;0.99;0.020194729;0.035574161;732;12.92
relu;(100, 50, 25);0.1;0.003;l2;0.01;32;1.00E-05;0.8;0.020195511;0.035536811;610;4.15
relu;(50, 25);0.3;0.003;l2;1.00E-05;64;1.00E-06;0.9;0.020197742;0.035430258;549;1.75
sigmoid;(50, 25);0.1;0.001;l2;1.00E-05;32;1.00E-06;0.8;0.020200907;0.035279139;610;12.28
sigmoid;(50, 25);0;0.01;l2;0.001;16;1.00E-06;0.99;0.02020206;0.035224061;732;13.28
relu;(50, 25);0.1;0.01;l1;0.001;16;0.0001;0.8;0.020202152;0.035219675;732;2.35
relu;(50, 25);0.3;0.01;l2;0.001;64;0.0001;0.8;0.02020242;0.035206895;549;1.88
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;16;1.00E-05;0.8;0.020203139;0.035172519;732;6.74
sigmoid;(50, 25);0;0.001;l2;0.001;32;1.00E-06;0.9;0.020203202;0.035169538;610;10.93
sigmoid;(50, 25);0;0.01;l2;0.001;64;1.00E-05;0.9;0.020204196;0.035122073;549;11.37
sigmoid;(50, 25);0;0.03;l1;1.00E-05;16;0.0001;0.9;0.020209277;0.034879395;732;13.24
relu;(100, 50, 25);0;0.03;l2;0.01;64;0.0001;0.8;0.020209832;0.034852919;549;2.57
sigmoid;(50, 25);0;0.001;l1;1.00E-05;32;1.00E-05;0.99;0.020210154;0.034837507;610;11.71
relu;(100, 50, 25);0.1;0.001;l1;0.001;16;1.00E-06;0.99;0.020211444;0.034775914;732;4.93
relu;(100, 50, 25);0.1;0.001;l1;0.001;64;1.00E-05;0.8;0.020211701;0.034763655;549;3.81
relu;(100, 100, 100, 50);0;0.003;l2;0.01;64;1.00E-06;0.99;0.020215204;0.034596345;549;3.71
sigmoid;(50, 25);0.1;0.003;l1;1.00E-05;16;1.00E-06;0.8;0.02021554;0.034580287;732;13.53
relu;(50, 25);0.3;0.003;l1;0.001;16;0.0001;0.9;0.020216865;0.034517049;732;2.48
relu;(100, 50, 25);0.3;0.001;l2;0.01;16;1.00E-06;0.9;0.02021714;0.034503914;732;4.73
sigmoid;(50, 25);0.1;0.003;l2;1.00E-05;16;1.00E-06;0.9;0.020217999;0.034462897;732;12.22
relu;(100, 50, 25);0.1;0.003;l2;0.01;32;1.00E-05;0.9;0.020219054;0.034412492;610;3.93
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;32;1.00E-06;0.99;0.02022108;0.034315727;610;5.69
relu;(50, 25);0;0.01;l2;0.01;16;1.00E-05;0.99;0.020221153;0.034312266;732;1.63
relu;(100, 50, 25);0.1;0.003;l1;0.001;32;0.0001;0.99;0.020221367;0.034302026;610;4.12
relu;(100, 100, 100, 50);0.1;0.003;l1;1.00E-05;64;0.0001;0.9;0.020222145;0.034264858;549;5.64
relu;(100, 50, 25);0;0.01;l1;0.001;64;1.00E-06;0.8;0.020222648;0.034240866;549;4.66
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;64;1.00E-05;0.99;0.020223222;0.034213449;549;5.41
relu;(100, 100, 100, 50);0;0.01;l2;0.01;64;0.0001;0.8;0.020224023;0.034175201;549;3.46
relu;(50, 25);0.1;0.03;l1;0.001;16;1.00E-05;0.99;0.020224216;0.034165966;732;2.28
sigmoid;(50, 25);0.1;0.01;l1;1.00E-05;64;1.00E-06;0.9;0.020224253;0.0341642;549;12.24
sigmoid;(50, 25);0.1;0.01;l2;0.001;32;1.00E-06;0.99;0.020224844;0.034136002;610;11.68
relu;(50, 25);0.3;0.003;l2;0.001;64;0.0001;0.9;0.020225034;0.034126904;549;1.9
relu;(100, 100, 100, 50);0.1;0.003;l2;0.01;64;0.0001;0.8;0.020227154;0.034025673;549;5.4
relu;(50, 25);0.1;0.001;l1;0.01;32;1.00E-06;0.9;0.020228141;0.03397854;610;2.01
sigmoid;(50, 25);0.1;0.01;l2;0.001;16;1.00E-06;0.99;0.020229444;0.033916327;732;12.52
relu;(50, 25);0.1;0.03;l2;0.01;16;0.0001;0.99;0.020229573;0.033910128;732;2.29
relu;(50, 25);0.3;0.01;l2;1.00E-05;16;0.0001;0.8;0.020229933;0.033892932;732;2.36
sigmoid;(50, 25);0.1;0.01;l2;1.00E-05;16;1.00E-05;0.99;0.020233115;0.033740972;732;13.4
sigmoid;(50, 25);0.1;0.003;l2;0.001;16;1.00E-06;0.8;0.020233289;0.033732704;732;13.06
relu;(100, 100, 100, 50);0.1;0.003;l2;0.01;32;1.00E-05;0.9;0.020233458;0.033724626;610;5.82
relu;(100, 100, 100, 50);0.1;0.003;l1;0.001;32;1.00E-05;0.8;0.020233689;0.033713557;610;6.27
sigmoid;(50, 25);0;0.003;l1;1.00E-05;32;0.0001;0.8;0.020233768;0.033709787;610;12.6
sigmoid;(50, 25);0;0.001;l1;1.00E-05;16;1.00E-05;0.9;0.020234313;0.033683783;732;12.71
relu;(50, 25);0.3;0.003;l2;0.01;32;0.0001;0.99;0.020234667;0.03366688;610;1.96
sigmoid;(50, 25);0.1;0.03;l1;1.00E-05;32;1.00E-05;0.9;0.020235158;0.033643409;610;10.91
relu;(50, 25);0.3;0.001;l2;0.001;16;0.0001;0.99;0.02023575;0.033615131;732;2.28
relu;(100, 50, 25);0.1;0.001;l1;0.001;32;1.00E-06;0.9;0.02023638;0.03358505;610;3.93
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;16;0.0001;0.99;0.020236707;0.033569452;732;4.76
sigmoid;(50, 25);0;0.001;l1;1.00E-05;16;1.00E-05;0.8;0.020237069;0.033552157;732;13.33
relu;(100, 50, 25);0.1;0.01;l2;0.001;32;0.0001;0.99;0.020237129;0.033549292;610;3.86
relu;(50, 25);0;0.03;l1;0.001;64;1.00E-06;0.9;0.020237276;0.033542277;549;1.63
relu;(50, 25);0.1;0.01;l1;0.001;16;1.00E-06;0.8;0.020238295;0.033493606;732;2.6
relu;(100, 100, 100, 50);0;0.01;l1;0.001;32;1.00E-05;0.9;0.020238536;0.0334821;610;3.85
relu;(50, 25);0.3;0.003;l1;0.001;64;0.0001;0.99;0.020240136;0.033405675;549;1.94
sigmoid;(50, 25);0;0.003;l2;0.001;16;1.00E-05;0.99;0.020241282;0.03335098;732;13.39
relu;(50, 25);0.3;0.01;l1;0.001;16;1.00E-05;0.8;0.020242766;0.033280099;732;2.29
relu;(100, 100, 100, 50);0.1;0.003;l2;0.01;32;1.00E-06;0.9;0.020243362;0.033251635;610;5.62
relu;(100, 100, 100, 50);0.1;0.003;l2;0.01;32;0.0001;0.99;0.020245792;0.033135609;610;5.89
sigmoid;(50, 25);0.1;0.03;l1;1.00E-05;16;1.00E-05;0.8;0.020247882;0.033035761;732;12.19
relu;(100, 100, 100, 50);0;0.01;l1;0.001;64;1.00E-05;0.9;0.02024791;0.033034424;549;4.68
sigmoid;(50, 25);0.1;0.003;l2;1.00E-05;64;1.00E-06;0.8;0.020248311;0.0330153;549;11.99
relu;(50, 25);0.3;0.003;l1;0.001;32;1.00E-06;0.8;0.020248317;0.033014996;610;1.9
relu;(100, 100, 100, 50);0;0.01;l1;0.001;16;1.00E-06;0.8;0.020250339;0.032918431;732;4.38
relu;(100, 50, 25);0;0.03;l2;0.001;16;1.00E-05;0.8;0.020251905;0.03284366;732;3.05
relu;(100, 50, 25);0;0.01;l1;0.001;16;1.00E-06;0.8;0.02025234;0.032822876;732;6.64
relu;(50, 25);0.3;0.001;l1;0.001;32;1.00E-06;0.9;0.020252599;0.03281053;610;1.87
relu;(100, 50, 25);0.1;0.003;l1;0.001;16;1.00E-05;0.9;0.020255542;0.032669944;732;4.86
relu;(100, 100, 100, 50);0;0.01;l2;0.01;32;0.0001;0.99;0.020261793;0.032371436;610;3.47
sigmoid;(50, 25);0;0.03;l2;0.001;64;0.0001;0.9;0.020262121;0.032355771;549;11.27
sigmoid;(50, 25);0.1;0.01;l1;1.00E-05;32;1.00E-06;0.99;0.020263527;0.032288638;610;12.7
sigmoid;(50, 25);0;0.01;l2;0.001;32;1.00E-05;0.99;0.020263568;0.032286681;610;10.87
relu;(100, 100, 100, 50);0;0.01;l1;0.001;64;0.0001;0.9;0.020263893;0.032271164;549;3.88
