akt;hiddenlayer;dropout;eta;regul;regulrate;batchsize;firstmomentrate;secmomentrate;Adamconst;MSE;R2;TrainSteps;Time_s
relu;(100, 100, 100, 50);0;0.001;l2;0.01;32;0.8;0.999;1.00E-08;0.022672328;0.094597279;506;1.21
relu;(100, 100, 100, 50);0;0.001;none;0.0001;16;0.99;0.999;1.00E-06;0.022672626;0.094585369;506;1.15
relu;(50, 50, 50);0.1;0.01;l2;0.01;64;0.8;0.9;1.00E-08;0.022673687;0.094543012;504;0.79
relu;(100, 50, 25);0.1;0.001;none;0.0001;32;0.8;0.99;1.00E-08;0.022674513;0.094510003;506;0.38
relu;(100, 50, 25);0;0.01;none;1.00E-05;32;0.99;0.9;1.00E-06;0.022675125;0.094485576;506;0.66
relu;(100, 50, 25);0;0.001;l1;0.0001;16;0.99;0.9;1.00E-08;0.02267559;0.094466997;506;0.59
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;16;0.9;0.99;1.00E-06;0.022676181;0.094443403;506;0.7
relu;(100, 100, 100, 50);0;0.001;l2;0.01;16;0.9;0.9;1.00E-08;0.022676495;0.094430856;506;0.96
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;64;0.9;0.99;1.00E-08;0.022676915;0.094414106;504;1.82
relu;(100, 50, 25);0;0.001;l2;0.0001;64;0.99;0.9;1.00E-06;0.022676989;0.094411151;504;0.91
relu;(100, 100, 100, 50);0.1;0.03;l2;1.00E-05;16;0.9;0.999;1.00E-06;0.022677107;0.094406435;506;0.84
relu;(100, 100, 100, 50);0.1;0.001;none;0.01;32;0.99;0.99;1.00E-06;0.022677197;0.094402822;506;1.72
relu;(50, 50, 50);0;0.03;none;0.01;16;0.9;0.9;1.00E-06;0.022677341;0.094397079;506;0.34
relu;(50, 50, 50);0.1;0.001;l2;0.01;64;0.9;0.99;1.00E-06;0.022677483;0.094391404;504;0.57
relu;(100, 100, 100, 50);0;0.01;l1;1.00E-05;16;0.8;0.9;1.00E-06;0.022677679;0.094383588;506;1.19
relu;(50, 50, 50);0;0.03;l1;0.0001;32;0.8;0.999;1.00E-06;0.02267796;0.094372385;506;0.37
relu;(100, 50, 25);0;0.001;l2;0.01;64;0.8;0.999;1.00E-08;0.022678154;0.094364634;504;0.74
relu;(50, 50, 50);0.1;0.001;l2;1.00E-05;32;0.8;0.999;1.00E-06;0.022678195;0.094362993;506;0.44
relu;(50, 50, 50);0;0.01;l2;1.00E-05;32;0.8;0.999;1.00E-06;0.02267839;0.094355194;506;0.34
relu;(100, 50, 25);0;0.01;l2;0.0001;64;0.8;0.9;1.00E-08;0.022678635;0.09434543;504;0.34
relu;(50, 50, 50);0;0.03;none;1.00E-05;32;0.8;0.9;1.00E-06;0.022680626;0.094265898;506;0.38
relu;(100, 100, 100, 50);0;0.03;l2;1.00E-05;64;0.99;0.999;1.00E-08;0.022680822;0.09425809;504;1.27
relu;(100, 50, 25);0.1;0.01;l2;1.00E-05;16;0.99;0.999;1.00E-06;0.022681812;0.094218527;506;0.75
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;16;0.8;0.9;1.00E-06;0.022684604;0.094107041;506;0.69
relu;(50, 50, 50);0.3;0.001;none;0.01;32;0.9;0.99;1.00E-08;0.022685469;0.094072499;506;0.54
relu;(100, 100, 100, 50);0.1;0.01;l1;1.00E-05;64;0.99;0.999;1.00E-06;0.022686589;0.094027779;504;2.08
relu;(100, 50, 25);0.1;0.01;none;0.0001;32;0.8;0.999;1.00E-06;0.022687179;0.094004194;506;0.98
relu;(100, 50, 25);0;0.01;none;1.00E-05;16;0.8;0.999;1.00E-06;0.022687423;0.093994462;506;0.51
relu;(100, 100, 100, 50);0.1;0.001;none;1.00E-05;16;0.99;0.9;1.00E-06;0.022688005;0.093971245;506;1.53
relu;(50, 50, 50);0.1;0.001;none;0.01;16;0.8;0.9;1.00E-06;0.022689544;0.093909786;506;0.39
relu;(50, 50, 50);0.1;0.03;l1;0.0001;32;0.9;0.99;1.00E-08;0.022689592;0.093907847;506;0.63
relu;(50, 50, 50);0.1;0.01;none;1.00E-05;32;0.9;0.99;1.00E-06;0.022689756;0.09390131;506;0.41
relu;(50, 50, 50);0;0.001;l2;0.01;16;0.99;0.99;1.00E-06;0.022692026;0.093810633;506;0.32
relu;(100, 50, 25);0.1;0.03;none;0.0001;64;0.8;0.99;1.00E-06;0.022692797;0.093779874;504;1.19
relu;(100, 50, 25);0;0.03;l2;0.0001;32;0.8;0.9;1.00E-08;0.022692908;0.093775418;506;0.58
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;16;0.9;0.9;1.00E-06;0.022693371;0.09375693;506;0.81
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;64;0.9;0.9;1.00E-06;0.022694597;0.093707998;504;1.13
relu;(100, 100, 100, 50);0.1;0.001;l2;1.00E-05;16;0.99;0.9;1.00E-06;0.022695002;0.093691816;506;1.48
relu;(100, 100, 100, 50);0;0.001;none;0.01;16;0.99;0.9;1.00E-08;0.02269509;0.093688312;506;1.24
relu;(100, 50, 25);0;0.03;l1;0.0001;16;0.8;0.99;1.00E-06;0.022695307;0.093679613;506;0.37
relu;(50, 50, 50);0.1;0.03;l2;0.0001;32;0.8;0.99;1.00E-08;0.022695468;0.093673198;506;0.8
relu;(100, 100, 100, 50);0.1;0.03;none;1.00E-05;32;0.8;0.999;1.00E-08;0.022695736;0.093662486;506;1.45
relu;(50, 50, 50);0.1;0.03;l2;0.0001;32;0.8;0.999;1.00E-06;0.022696892;0.093616321;506;0.88
relu;(100, 50, 25);0.1;0.001;l2;0.01;32;0.9;0.9;1.00E-08;0.022697558;0.09358972;506;0.95
relu;(100, 50, 25);0;0.03;none;1.00E-05;32;0.9;0.999;1.00E-06;0.022700028;0.093491112;506;0.33
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;32;0.8;0.9;1.00E-06;0.02270006;0.093489807;506;0.49
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;32;0.8;0.99;1.00E-06;0.022700525;0.093471253;506;0.52
relu;(100, 100, 100, 50);0.1;0.03;none;1.00E-05;64;0.8;0.99;1.00E-06;0.022700606;0.09346802;504;1.7
relu;(100, 100, 100, 50);0;0.03;none;0.01;32;0.99;0.99;1.00E-08;0.022700947;0.093454398;506;1.28
relu;(100, 100, 100, 50);0;0.01;l2;1.00E-05;16;0.8;0.999;1.00E-06;0.022701699;0.093424358;506;0.98
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.9;0.9;1.00E-06;0.022704047;0.0933306;504;1.19
relu;(100, 50, 25);0.1;0.001;l1;1.00E-05;16;0.99;0.999;1.00E-06;0.022704101;0.093328453;506;0.84
relu;(50, 50, 50);0;0.01;l2;0.0001;16;0.9;0.9;1.00E-08;0.022704221;0.093323657;506;0.42
relu;(50, 50, 50);0.1;0.03;none;0.01;16;0.8;0.9;1.00E-08;0.022704357;0.093318231;506;0.88
relu;(50, 50, 50);0;0.03;l1;0.0001;64;0.8;0.99;1.00E-08;0.022704875;0.093297549;504;0.45
relu;(50, 50, 50);0.1;0.01;l1;0.0001;16;0.8;0.999;1.00E-06;0.022706325;0.093239646;506;0.79
relu;(100, 50, 25);0;0.01;l2;0.0001;16;0.9;0.999;1.00E-08;0.022706391;0.093236994;506;0.29
relu;(50, 50, 50);0;0.03;l1;1.00E-05;32;0.8;0.9;1.00E-08;0.022706849;0.093218716;506;0.39
relu;(100, 50, 25);0.1;0.03;none;0.01;32;0.8;0.999;1.00E-08;0.022707362;0.093198216;506;0.78
relu;(50, 50, 50);0;0.01;l2;0.01;32;0.9;0.9;1.00E-08;0.02270848;0.093153574;506;0.41
relu;(50, 50, 50);0;0.01;none;0.01;32;0.8;0.999;1.00E-06;0.022709212;0.093124321;506;0.34
relu;(50, 50, 50);0;0.03;l2;0.0001;16;0.9;0.9;1.00E-06;0.022709586;0.093109408;506;1.14
relu;(100, 100, 100, 50);0.1;0.03;l1;1.00E-05;32;0.9;0.999;1.00E-06;0.022709913;0.093096334;506;1.96
relu;(100, 100, 100, 50);0.1;0.001;l2;0.01;64;0.9;0.99;1.00E-06;0.022710774;0.09306196;504;1.85
relu;(100, 50, 25);0.1;0.03;none;0.0001;64;0.8;0.999;1.00E-06;0.022711004;0.093052766;504;0.87
relu;(50, 50, 50);0.1;0.03;l2;1.00E-05;32;0.8;0.999;1.00E-08;0.022711954;0.093014826;506;0.92
relu;(50, 50, 50);0.1;0.01;none;0.0001;16;0.8;0.9;1.00E-08;0.022712023;0.09301207;506;1.22
relu;(50, 50, 50);0;0.01;l2;0.0001;64;0.99;0.99;1.00E-06;0.022712308;0.093000697;504;0.39
relu;(100, 50, 25);0;0.03;l1;0.0001;16;0.99;0.999;1.00E-08;0.022712415;0.092996431;506;0.36
relu;(100, 50, 25);0;0.01;l2;1.00E-05;16;0.9;0.99;1.00E-06;0.022712628;0.092987925;506;0.27
relu;(50, 50, 50);0;0.01;none;0.0001;16;0.8;0.99;1.00E-06;0.022713758;0.092942785;506;0.43
relu;(50, 50, 50);0.1;0.001;l2;0.01;16;0.9;0.999;1.00E-08;0.022714112;0.092928657;506;0.39
relu;(50, 50, 50);0;0.03;none;0.0001;64;0.9;0.99;1.00E-08;0.022714721;0.092904338;504;0.39
relu;(100, 100, 100, 50);0.1;0.01;none;0.01;64;0.9;0.999;1.00E-06;0.022715607;0.092868973;504;1.63
relu;(100, 50, 25);0;0.03;l1;1.00E-05;64;0.8;0.999;1.00E-06;0.022716412;0.092836805;504;0.53
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;64;0.9;0.99;1.00E-06;0.022716464;0.092834734;504;0.9
relu;(50, 50, 50);0;0.001;l2;0.0001;16;0.8;0.999;1.00E-06;0.022716958;0.092815007;506;0.31
relu;(100, 50, 25);0.3;0.03;l2;0.0001;32;0.8;0.9;1.00E-08;0.022717023;0.092812426;506;0.92
relu;(50, 50, 50);0;0.01;none;0.01;64;0.9;0.99;1.00E-06;0.022717151;0.092807316;504;0.39
relu;(50, 50, 50);0.1;0.01;l1;0.0001;32;0.9;0.99;1.00E-08;0.022717616;0.092788727;506;0.83
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;32;0.99;0.9;1.00E-08;0.022719032;0.092732193;506;1.67
relu;(100, 50, 25);0;0.03;none;0.0001;64;0.8;0.999;1.00E-08;0.022719428;0.092716379;504;0.39
relu;(50, 50, 50);0;0.001;l1;0.0001;16;0.99;0.999;1.00E-08;0.022719731;0.092704281;506;0.98
relu;(100, 100, 100, 50);0;0.001;l2;0.0001;32;0.9;0.9;1.00E-08;0.022720186;0.09268609;506;1
relu;(100, 50, 25);0.1;0.03;none;0.0001;32;0.9;0.999;1.00E-06;0.022720558;0.092671232;506;0.9
relu;(50, 50, 50);0.3;0.001;l1;0.0001;32;0.9;0.999;1.00E-08;0.022721225;0.092644611;506;0.79
relu;(100, 100, 100, 50);0.1;0.001;none;0.01;32;0.8;0.99;1.00E-06;0.02272146;0.092635239;506;1.59
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;64;0.99;0.99;1.00E-06;0.022721723;0.092624728;504;1.68
relu;(50, 50, 50);0;0.001;l1;0.0001;16;0.99;0.9;1.00E-06;0.022722243;0.092603968;506;0.92
relu;(50, 50, 50);0.1;0.001;l1;1.00E-05;64;0.9;0.99;1.00E-08;0.022722574;0.092590745;504;0.52
relu;(100, 100, 100, 50);0;0.01;none;0.01;16;0.8;0.99;1.00E-06;0.022723414;0.092557174;506;0.9
relu;(100, 100, 100, 50);0.1;0.01;l1;1.00E-05;64;0.8;0.9;1.00E-08;0.02272386;0.092539385;504;2.07
relu;(50, 50, 50);0.1;0.001;none;0.0001;32;0.99;0.999;1.00E-06;0.022724196;0.092525973;506;0.41
relu;(50, 50, 50);0.3;0.01;l2;1.00E-05;64;0.8;0.999;1.00E-06;0.022726313;0.092441431;504;0.82
relu;(100, 100, 100, 50);0;0.01;none;1.00E-05;64;0.9;0.999;1.00E-06;0.022727208;0.092405683;504;1.55
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;64;0.8;0.9;1.00E-08;0.022728732;0.092344812;504;1.1
relu;(50, 50, 50);0;0.01;none;1.00E-05;32;0.99;0.999;1.00E-08;0.022729857;0.092299885;506;0.36
relu;(50, 50, 50);0;0.01;none;0.0001;32;0.9;0.9;1.00E-06;0.022731002;0.092254177;506;0.35
relu;(100, 100, 100, 50);0;0.03;l2;0.0001;32;0.9;0.999;1.00E-06;0.022731044;0.092252505;506;1.06
relu;(100, 100, 100, 50);0;0.03;none;0.01;16;0.99;0.999;1.00E-08;0.022731569;0.092231539;506;1.16
relu;(50, 50, 50);0;0.001;l2;0.01;32;0.8;0.999;1.00E-08;0.022731972;0.092215448;506;0.39
relu;(100, 100, 100, 50);0.1;0.001;l2;0.0001;64;0.99;0.9;1.00E-06;0.022733842;0.092140752;504;1.99
relu;(100, 100, 100, 50);0;0.01;l2;0.0001;32;0.9;0.9;1.00E-06;0.022734735;0.09210511;506;1.32
relu;(100, 50, 25);0.1;0.01;none;0.0001;64;0.8;0.999;1.00E-06;0.022735045;0.092092725;504;0.92
relu;(50, 50, 50);0;0.01;none;0.01;16;0.9;0.99;1.00E-06;0.022735894;0.092058806;506;0.31
relu;(100, 50, 25);0.1;0.03;none;0.01;64;0.9;0.999;1.00E-06;0.022735898;0.092058655;504;0.99
relu;(100, 50, 25);0.1;0.001;l1;0.0001;16;0.99;0.99;1.00E-06;0.0227361;0.092050591;506;0.98
relu;(100, 50, 25);0.1;0.01;l1;1.00E-05;32;0.8;0.9;1.00E-06;0.022737708;0.091986378;506;0.98
relu;(50, 50, 50);0;0.001;none;1.00E-05;16;0.99;0.999;1.00E-08;0.022738997;0.091934895;506;0.31
relu;(100, 50, 25);0.3;0.001;l1;1.00E-05;16;0.9;0.999;1.00E-06;0.02273917;0.091927981;506;0.4
relu;(100, 50, 25);0;0.03;l2;0.01;64;0.99;0.99;1.00E-08;0.02273968;0.091907635;504;0.39
relu;(100, 50, 25);0;0.01;l2;1.00E-05;32;0.8;0.9;1.00E-08;0.022741886;0.091819514;506;0.34
relu;(50, 50, 50);0.1;0.03;l2;0.0001;16;0.8;0.99;1.00E-08;0.022742478;0.091795886;506;0.72
relu;(50, 50, 50);0;0.03;l1;0.0001;64;0.99;0.99;1.00E-06;0.022742592;0.091791332;504;0.43
relu;(50, 50, 50);0.1;0.03;none;1.00E-05;64;0.8;0.99;1.00E-06;0.022742654;0.09178886;504;0.74
relu;(50, 50, 50);0.1;0.01;l2;0.0001;16;0.8;0.9;1.00E-08;0.022742864;0.091780489;506;0.48
relu;(100, 100, 100, 50);0.1;0.001;none;0.0001;16;0.99;0.999;1.00E-06;0.022743403;0.091758963;506;1.34
relu;(50, 50, 50);0.1;0.001;none;0.0001;32;0.9;0.9;1.00E-06;0.022743833;0.091741773;506;0.45
relu;(100, 50, 25);0.1;0.01;none;1.00E-05;32;0.9;0.999;1.00E-06;0.022744257;0.091724833;506;1.08
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;16;0.8;0.999;1.00E-08;0.022744883;0.091699831;506;0.84
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;16;0.99;0.99;1.00E-06;0.022746412;0.091638799;506;1.73
relu;(100, 50, 25);0;0.01;l2;1.00E-05;64;0.99;0.99;1.00E-06;0.022747228;0.091606202;504;0.37
relu;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;32;0.99;0.99;1.00E-08;0.022748023;0.091574436;506;1.47
relu;(100, 50, 25);0.1;0.001;l1;0.0001;64;0.8;0.999;1.00E-08;0.022748059;0.091573017;504;1.27
relu;(50, 50, 50);0.1;0.01;none;1.00E-05;32;0.9;0.9;1.00E-08;0.022748612;0.091550917;506;0.42
relu;(100, 100, 100, 50);0.1;0.001;none;0.0001;32;0.99;0.9;1.00E-06;0.022749149;0.091529468;506;1.41
relu;(100, 50, 25);0.1;0.03;l2;0.0001;64;0.8;0.99;1.00E-06;0.022749498;0.091515567;504;1.17
relu;(100, 50, 25);0;0.01;l2;0.01;32;0.99;0.999;1.00E-06;0.022750263;0.091484989;506;0.31
relu;(100, 50, 25);0;0.01;l2;0.01;32;0.99;0.99;1.00E-08;0.022750665;0.091468953;506;0.29
relu;(100, 50, 25);0;0.01;l1;0.0001;32;0.9;0.9;1.00E-06;0.022751404;0.091439436;506;0.35
relu;(50, 50, 50);0.1;0.01;none;1.00E-05;32;0.9;0.9;1.00E-06;0.022752793;0.091383978;506;0.44
relu;(100, 50, 25);0.1;0.01;none;0.01;64;0.9;0.999;1.00E-08;0.02275338;0.091360526;504;1.02
relu;(50, 50, 50);0;0.01;none;0.01;32;0.9;0.9;1.00E-06;0.022753418;0.091359005;506;0.33
relu;(100, 50, 25);0;0.01;l2;1.00E-05;64;0.9;0.999;1.00E-06;0.022754057;0.091333474;504;0.49
relu;(100, 50, 25);0;0.03;l2;0.0001;32;0.8;0.9;1.00E-06;0.022754216;0.09132712;506;0.5
relu;(50, 50, 50);0.1;0.01;none;1.00E-05;32;0.99;0.9;1.00E-06;0.022754671;0.091308989;506;0.45
relu;(100, 100, 100, 50);0;0.01;l1;1.00E-05;32;0.99;0.999;1.00E-06;0.022754857;0.091301527;506;1.41
relu;(100, 100, 100, 50);0.1;0.01;l2;0.0001;16;0.8;0.99;1.00E-08;0.022755079;0.091292689;506;1.33
relu;(100, 50, 25);0;0.001;l1;1.00E-05;16;0.99;0.99;1.00E-08;0.022755165;0.091289256;506;0.6
relu;(100, 100, 100, 50);0;0.01;none;0.01;32;0.99;0.99;1.00E-06;0.022757403;0.091199863;506;1.04
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;16;0.9;0.99;1.00E-08;0.022758631;0.091150848;506;1.84
relu;(50, 50, 50);0;0.03;l1;0.0001;16;0.8;0.999;1.00E-08;0.022758732;0.091146794;506;0.33
relu;(50, 50, 50);0.1;0.001;l1;0.0001;32;0.9;0.999;1.00E-06;0.022759152;0.091130037;506;0.45
relu;(100, 50, 25);0;0.01;l1;1.00E-05;32;0.8;0.99;1.00E-06;0.022759194;0.091128352;506;0.85
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;16;0.9;0.999;1.00E-06;0.022759723;0.091107219;506;0.47
relu;(100, 50, 25);0;0.01;l2;0.01;16;0.8;0.9;1.00E-08;0.022760963;0.091057717;506;0.29
relu;(100, 100, 100, 50);0;0.01;l2;0.01;64;0.8;0.99;1.00E-08;0.022761995;0.091016498;504;1.59
relu;(50, 50, 50);0;0.001;l1;0.0001;32;0.99;0.99;1.00E-06;0.022762481;0.090997087;506;1.16
relu;(50, 50, 50);0;0.01;l2;0.01;64;0.9;0.9;1.00E-08;0.022763494;0.090956611;504;0.37
relu;(100, 50, 25);0;0.001;l1;0.0001;32;0.8;0.9;1.00E-06;0.022763761;0.090945986;506;0.78
relu;(100, 50, 25);0.3;0.03;none;1.00E-05;64;0.9;0.99;1.00E-06;0.022764068;0.090933724;504;1.19
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;64;0.9;0.99;1.00E-08;0.022764742;0.090906787;504;0.79
relu;(100, 100, 100, 50);0.1;0.01;l2;1.00E-05;64;0.9;0.99;1.00E-08;0.02276518;0.090889282;504;1.8
relu;(100, 50, 25);0;0.03;none;0.0001;32;0.9;0.99;1.00E-08;0.022766036;0.090855102;506;0.31
relu;(50, 50, 50);0.1;0.03;l1;0.0001;64;0.8;0.99;1.00E-08;0.022767145;0.090810843;504;0.6
relu;(50, 50, 50);0;0.01;l2;1.00E-05;64;0.99;0.999;1.00E-06;0.022767372;0.09080177;504;0.4
relu;(50, 50, 50);0.1;0.01;none;0.0001;64;0.9;0.999;1.00E-08;0.022767939;0.090779141;504;0.68
relu;(100, 50, 25);0;0.001;l1;0.0001;64;0.8;0.9;1.00E-08;0.022768573;0.090753792;504;0.77
relu;(100, 50, 25);0.1;0.03;none;0.01;64;0.9;0.99;1.00E-08;0.022768882;0.090741461;504;1.01
relu;(100, 100, 100, 50);0;0.03;l2;1.00E-05;64;0.8;0.99;1.00E-08;0.022770082;0.090693545;504;1.32
relu;(100, 50, 25);0.1;0.03;none;0.0001;64;0.8;0.9;1.00E-08;0.022770891;0.090661221;504;1.03
relu;(100, 50, 25);0;0.03;l2;1.00E-05;16;0.9;0.999;1.00E-08;0.022771102;0.090652801;506;0.29
relu;(100, 50, 25);0.1;0.03;l1;1.00E-05;32;0.8;0.999;1.00E-08;0.022771321;0.090644078;506;1.01
relu;(50, 50, 50);0.1;0.01;l1;0.0001;16;0.99;0.99;1.00E-08;0.022772076;0.090613896;506;0.75
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;64;0.9;0.999;1.00E-06;0.022775017;0.090496476;504;1.98
relu;(100, 100, 100, 50);0;0.03;none;0.01;64;0.9;0.9;1.00E-06;0.022776581;0.090434001;504;1.51
relu;(100, 50, 25);0.1;0.03;l2;1.00E-05;64;0.8;0.9;1.00E-06;0.022776583;0.090433912;504;0.94
relu;(100, 50, 25);0.1;0.001;l2;1.00E-05;32;0.99;0.99;1.00E-08;0.022778275;0.090366375;506;0.77
relu;(100, 50, 25);0.1;0.001;l1;0.0001;16;0.8;0.9;1.00E-08;0.022778809;0.090345023;506;1.1
relu;(50, 50, 50);0.1;0.03;l2;1.00E-05;64;0.9;0.999;1.00E-08;0.022781339;0.090243996;504;0.79
relu;(50, 50, 50);0;0.001;l1;1.00E-05;32;0.99;0.9;1.00E-06;0.022782636;0.090192197;506;1.39
relu;(100, 100, 100, 50);0;0.001;l1;1.00E-05;32;0.99;0.9;1.00E-08;0.022782968;0.090178942;506;1.41
relu;(100, 50, 25);0.1;0.03;l2;0.0001;64;0.9;0.99;1.00E-06;0.022783281;0.090166445;504;1.04
relu;(100, 100, 100, 50);0.1;0.01;none;1.00E-05;32;0.8;0.999;1.00E-06;0.022783541;0.090156049;506;1.37
relu;(50, 50, 50);0;0.01;l2;1.00E-05;16;0.99;0.99;1.00E-06;0.022783952;0.090139644;506;0.31
relu;(50, 50, 50);0;0.03;none;1.00E-05;32;0.99;0.99;1.00E-08;0.022784744;0.090108023;506;0.34
relu;(50, 50, 50);0;0.001;l2;0.0001;16;0.9;0.99;1.00E-06;0.022785112;0.090093322;506;0.39
relu;(50, 50, 50);0;0.01;l2;1.00E-05;32;0.99;0.99;1.00E-06;0.022785126;0.090092769;506;0.37
relu;(50, 50, 50);0.1;0.01;l2;1.00E-05;32;0.99;0.999;1.00E-06;0.022785335;0.090084438;506;0.55
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;32;0.8;0.9;1.00E-08;0.022786399;0.09004194;506;1.94
relu;(50, 50, 50);0.1;0.01;none;0.01;32;0.99;0.99;1.00E-08;0.022787882;0.089982731;506;0.7
relu;(50, 50, 50);0;0.01;none;0.0001;16;0.9;0.999;1.00E-06;0.022788432;0.089960735;506;0.32
relu;(50, 50, 50);0.1;0.03;none;1.00E-05;16;0.9;0.999;1.00E-06;0.022788795;0.089946264;506;0.62
relu;(50, 50, 50);0;0.01;l2;0.01;64;0.9;0.9;1.00E-06;0.022789118;0.089933373;504;0.4
relu;(50, 50, 50);0;0.01;none;0.01;64;0.99;0.9;1.00E-08;0.02278954;0.089916481;504;0.4
relu;(100, 100, 100, 50);0.1;0.001;none;0.0001;64;0.9;0.999;1.00E-06;0.022790262;0.089887667;504;1.79
relu;(100, 50, 25);0.1;0.001;none;0.0001;16;0.99;0.9;1.00E-06;0.022790449;0.089880212;506;0.33
relu;(50, 50, 50);0;0.01;l2;0.0001;64;0.99;0.9;1.00E-06;0.022790478;0.08987906;504;0.41
relu;(50, 50, 50);0;0.03;none;0.0001;16;0.8;0.999;1.00E-08;0.022790565;0.089875585;506;0.32
relu;(100, 100, 100, 50);0.1;0.001;none;0.01;32;0.99;0.9;1.00E-06;0.022790782;0.089866905;506;1.66
relu;(100, 100, 100, 50);0.1;0.01;none;0.01;32;0.9;0.9;1.00E-06;0.022791127;0.089853125;506;1.57
relu;(50, 50, 50);0.1;0.03;l1;0.0001;32;0.8;0.99;1.00E-08;0.02279216;0.089811876;506;0.86
relu;(50, 50, 50);0;0.03;none;0.01;64;0.8;0.9;1.00E-08;0.022793802;0.089746296;504;0.41
relu;(50, 50, 50);0;0.03;none;0.01;32;0.99;0.99;1.00E-08;0.022796148;0.089652596;506;0.38
relu;(100, 100, 100, 50);0;0.01;l2;0.0001;32;0.9;0.999;1.00E-08;0.022796159;0.089652189;506;1.27
relu;(50, 50, 50);0;0.03;none;0.0001;16;0.9;0.999;1.00E-08;0.022797084;0.089615246;506;0.3
relu;(100, 50, 25);0;0.01;l2;1.00E-05;64;0.99;0.9;1.00E-06;0.022797179;0.089611462;504;0.46
relu;(100, 50, 25);0;0.03;none;1.00E-05;64;0.99;0.99;1.00E-08;0.022797794;0.089586894;504;0.36
relu;(100, 50, 25);0;0.001;none;0.0001;32;0.99;0.99;1.00E-06;0.022798621;0.089553861;506;1.42
relu;(50, 50, 50);0;0.001;l1;0.01;16;0.9;0.9;1.00E-06;0.022800288;0.089487282;506;1
relu;(100, 100, 100, 50);0.1;0.01;l1;0.0001;32;0.8;0.999;1.00E-08;0.02280194;0.089421306;506;2.74
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;16;0.9;0.999;1.00E-06;0.022802221;0.089410092;506;0.74
relu;(100, 50, 25);0;0.001;l2;1.00E-05;32;0.99;0.99;1.00E-06;0.02280365;0.089353033;506;0.91
relu;(100, 50, 25);0;0.03;none;1.00E-05;16;0.8;0.999;1.00E-06;0.022806302;0.089247105;506;0.35
relu;(100, 50, 25);0.1;0.001;l2;0.01;64;0.8;0.999;1.00E-08;0.022806347;0.08924534;504;1.2
relu;(100, 50, 25);0;0.03;none;1.00E-05;64;0.9;0.999;1.00E-08;0.022807052;0.089217174;504;0.36
relu;(100, 50, 25);0;0.01;none;0.0001;64;0.99;0.999;1.00E-08;0.022807541;0.089197664;504;0.71
relu;(100, 100, 100, 50);0;0.03;none;0.0001;32;0.99;0.99;1.00E-06;0.022810424;0.089082521;506;1.22
relu;(100, 100, 100, 50);0.1;0.001;l1;1.00E-05;16;0.8;0.9;1.00E-08;0.022810662;0.089073021;506;1.71
relu;(100, 50, 25);0;0.001;none;1.00E-05;16;0.8;0.99;1.00E-06;0.02281122;0.089050722;506;1.23
relu;(50, 50, 50);0.1;0.001;l2;0.01;32;0.9;0.999;1.00E-08;0.022812511;0.088999155;506;0.44
relu;(50, 50, 50);0.1;0.03;l2;0.0001;16;0.9;0.999;1.00E-06;0.022812904;0.088983476;506;0.72
relu;(50, 50, 50);0;0.01;l2;0.01;32;0.8;0.9;1.00E-08;0.022812981;0.08898042;506;0.36
relu;(100, 100, 100, 50);0;0.01;none;0.0001;64;0.99;0.9;1.00E-08;0.022814337;0.088926265;504;1.36
relu;(50, 50, 50);0;0.01;none;1.00E-05;32;0.9;0.999;1.00E-08;0.022815202;0.088891702;506;0.39
relu;(100, 50, 25);0;0.01;none;0.01;16;0.8;0.99;1.00E-06;0.022815525;0.088878792;506;0.66
relu;(100, 100, 100, 50);0.1;0.01;none;0.0001;32;0.8;0.99;1.00E-06;0.022816132;0.088854567;506;1.69
relu;(50, 50, 50);0.1;0.01;l1;1.00E-05;64;0.9;0.9;1.00E-06;0.022817379;0.088804757;504;0.9
relu;(100, 50, 25);0.1;0.01;l1;0.0001;64;0.99;0.99;1.00E-06;0.022817642;0.088794282;504;1.3
relu;(100, 100, 100, 50);0.1;0.001;none;1.00E-05;64;0.8;0.99;1.00E-08;0.022818175;0.088772985;504;1.85
relu;(100, 50, 25);0.1;0.01;none;0.0001;64;0.9;0.9;1.00E-08;0.022819919;0.088703337;504;0.88
